Palabra, veces usada, porcentaje
estudiar,1,0.112867%
está,1,0.112867%
esté,1,0.112867%
extranjero,1,0.112867%
extraña,1,0.112867%
falda,1,0.112867%
Falló,1,0.112867%
fin,1,0.112867%
forma,1,0.112867%
fue,4,0.451467%
fuera,1,0.112867%
furioso,1,0.112867%
ganarse,1,0.112867%
gente,2,0.225734%
gran,3,0.338600%
habló,2,0.225734%
había,2,0.225734%
hacer,1,0.112867%
Hay,1,0.112867%
hey,1,0.112867%
hijo,2,0.225734%
historia,1,0.112867%
Hola,1,0.112867%
hospital,2,0.225734%
hubo,1,0.112867%
infierno,1,0.112867%
jamás,10,1.128668%
la,25,2.821671%
labial,1,0.112867%
lante,8,0.902935%
las,6,0.677201%
le,6,0.677201%
Lejos,1,0.112867%
libre,1,0.112867%
limonada,1,0.112867%
limones,1,0.112867%
llamada,1,0.112867%
llanto,1,0.112867%
llevar,1,0.112867%
lloró,2,0.225734%
lo,8,0.902935%
los,3,0.338600%
lápiz,1,0.112867%
mamita,1,0.112867%
mano,1,0.112867%
me,1,0.112867%
mejor,2,0.225734%
mientras,1,0.112867%
mira,30,3.386005%
misma,1,0.112867%
moraleja,1,0.112867%
Moviendo,1,0.112867%
moza,10,1.128668%
mucho,2,0.225734%
mujer,1,0.112867%
murió,1,0.112867%
muy,14,1.580136%
más,1,0.112867%
Mírala,12,1.354402%
nace,9,1.015801%
nació,1,0.112867%
nada,1,0.112867%
nadie,1,0.112867%
naturaleza,9,1.015801%
ni,1,0.112867%
No,34,3.837472%
noticias,1,0.112867%
Nunca,3,0.338600%
o,9,1.015801%
olvidó,2,0.225734%
opinó,1,0.112867%
orgullo,1,0.112867%
otra,4,0.451467%
pa,8,0.902935%
padre,1,0.112867%
palanca,1,0.112867%
Palo,9,1.015801%
papá,3,0.338600%
para,1,0.112867%
pasan,1,0.112867%
pasar,1,0.112867%
pecado,1,0.112867%
perdona,1,0.112867%
pero,28,3.160271%
pesar,1,0.112867%
piedra,1,0.112867%
poco,2,0.225734%
poderosa,12,1.354402%
poquito,1,0.112867%
por,6,0.677201%
prechosa,2,0.225734%
preciosa,2,0.225734%
primera,1,0.112867%
propio,1,0.112867%
pudo,1,0.112867%
puede,9,1.015801%
pues,1,0.112867%
que,42,4.740406%
quejes,2,0.225734%
qué,2,0.225734%
rap,1,0.112867%
razón,9,1.015801%
recuerdo,1,0.112867%
Sabor,1,0.112867%
sala,2,0.225734%
salsa,1,0.112867%
se,12,1.354402%
sensación,4,0.451467%
ser,2,0.225734%
sermón,1,0.112867%
Será,4,0.451467%
severidad,1,0.112867%
show,1,0.112867%
Si,1,0.112867%
siempre,1,0.112867%
sigue,1,0.112867%
simpatía,1,0.112867%
Simón,9,1.015801%
sin,1,0.112867%
solo,1,0.112867%
son,4,0.451467%
soy,1,0.112867%
su,17,1.918736%
supo,1,0.112867%
tal,1,0.112867%
talento,18,2.031603%
te,4,0.451467%
televisión,5,0.564334%
Tendrás,1,0.112867%
tener,1,0.112867%
tiene,39,4.401806%
tire,1,0.112867%
todo,1,0.112867%
trae,1,0.112867%
trasero,6,0.677201%
triste,1,0.112867%
tronco,9,1.015801%
tu,2,0.225734%
un,18,2.031603%
una,7,0.790068%
Usaba,1,0.112867%
va,1,0.112867%
vaina,1,0.112867%
valor,1,0.112867%
varón,3,0.338600%
vas,1,0.112867%
verano,2,0.225734%
viejo,1,0.112867%
visitarlo,1,0.112867%
vivir,1,0.112867%
Wow,1,0.112867%
y,12,1.354402%
ya,2,0.225734%
yelo,1,0.112867%
yo,1,0.112867%
�vaya,1,0.112867%
�,1,0.112867%
Total de palabras unicas usadas: 246
Total de palabras (repetidas): 886
Porcentaje de vocabulario distinto: 27.765238
