Palabra, veces usada, porcentaje
reyes,1,0.091996%
ritmo,1,0.091996%
rostros,1,0.091996%
Russel,1,0.091996%
ráfagas,1,0.091996%
saber,1,0.091996%
sabes,1,0.091996%
sale,1,0.091996%
salieron,1,0.091996%
San,1,0.091996%
sangre,2,0.183993%
sapiens,1,0.091996%
Satanás,1,0.091996%
se,8,0.735971%
seguidores,1,0.091996%
seguir,1,0.091996%
Seguiré,1,0.091996%
segundos,1,0.091996%
sentado,1,0.091996%
sentí,1,0.091996%
ser,1,0.091996%
señora,1,0.091996%
Si,5,0.459982%
sido,1,0.091996%
siempre,3,0.275989%
siento,4,0.367985%
silencio,2,0.183993%
simples,1,0.091996%
sitio,1,0.091996%
situación,1,0.091996%
Smith,2,0.183993%
sobre,2,0.183993%
Solo,1,0.091996%
Son,1,0.091996%
sonreí,1,0.091996%
sorprendido,1,0.091996%
soy,1,0.091996%
su,3,0.275989%
suelo,1,0.091996%
suerte,2,0.183993%
sueño,1,0.091996%
sufras,1,0.091996%
sufren,1,0.091996%
Supe,1,0.091996%
sé,4,0.367985%
Tafari,1,0.091996%
tal,2,0.183993%
también,1,0.091996%
tampoco,1,0.091996%
tan,3,0.275989%
tanta,1,0.091996%
tarde,1,0.091996%
te,10,0.919963%
temblar,1,0.091996%
templo,1,0.091996%
temprano,1,0.091996%
tenaz,1,0.091996%
tener,1,0.091996%
ti,1,0.091996%
tiene,1,0.091996%
tienes,1,0.091996%
tierra,1,0.091996%
tipo,2,0.183993%
toda,1,0.091996%
Todo,4,0.367985%
todos,2,0.183993%
traje,1,0.091996%
transformada,1,0.091996%
trasladado,1,0.091996%
truco,1,0.091996%
trás,1,0.091996%
tu,5,0.459982%
tucum,11,1.011960%
tus,4,0.367985%
tórax,1,0.091996%
tú,5,0.459982%
túnel,3,0.275989%
un,25,2.299908%
Una,6,0.551978%
universo,1,0.091996%
uno,1,0.091996%
usarla,1,0.091996%
va,2,0.183993%
vagos,1,0.091996%
van,1,0.091996%
Varios,1,0.091996%
Venezuela,1,0.091996%
vengar,1,0.091996%
vengativo,1,0.091996%
veo,3,0.275989%
ver,1,0.091996%
versos,2,0.183993%
ves,1,0.091996%
Vi,1,0.091996%
vida,2,0.183993%
viejo,3,0.275989%
viste,1,0.091996%
visto,2,0.183993%
Vociferé,1,0.091996%
voy,2,0.183993%
voz,3,0.275989%
Washington,1,0.091996%
Wiu,3,0.275989%
Y,28,2.575897%
Ya,6,0.551978%
Yasir,1,0.091996%
yo,5,0.459982%
�A,1,0.091996%
�Antes,1,0.091996%
�De,1,0.091996%
�El,1,0.091996%
�Empieza,1,0.091996%
�Ey,5,0.459982%
�Por,1,0.091996%
�Voy,1,0.091996%
�Y,1,0.091996%
�,1,0.091996%
ángeles,1,0.091996%
único,1,0.091996%
Total de palabras unicas usadas: 512
Total de palabras (repetidas): 1087
Porcentaje de vocabulario distinto: 47.102116
