Palabra, veces usada, porcentaje
pucheros,1,0.111111%
pudre,1,0.111111%
que,38,4.222222%
quedó,1,0.111111%
quieras,2,0.222222%
quiero,20,2.222222%
qué,1,0.111111%
ranchera,1,0.111111%
rancho,1,0.111111%
recibos,1,0.111111%
rock,1,0.111111%
roll,1,0.111111%
ronda,1,0.111111%
rosendo,1,0.111111%
rumba,1,0.111111%
saber,1,0.111111%
sabio,1,0.111111%
sabía,1,0.111111%
salga,1,0.111111%
salud,1,0.111111%
Se,2,0.222222%
seductora,1,0.111111%
seguir,1,0.111111%
seis,1,0.111111%
semana,1,0.111111%
sembrar,1,0.111111%
ser,3,0.333333%
señoría,1,0.111111%
si,12,1.333333%
Siempre,2,0.222222%
Sigo,3,0.333333%
silbar,1,0.111111%
sin,6,0.666667%
smoking,1,0.111111%
sobre,1,0.111111%
sofá,1,0.111111%
Sol,1,0.111111%
solateras,1,0.111111%
Solo,1,0.111111%
soy,1,0.111111%
su,6,0.666667%
superclase,1,0.111111%
sus,4,0.444444%
tabernera,1,0.111111%
Tacos,3,0.333333%
talavera,1,0.111111%
talón,1,0.111111%
tango,1,0.111111%
Tanto,1,0.111111%
tantos,1,0.111111%
tarde,1,0.111111%
te,10,1.111111%
tenía,1,0.111111%
terno,1,0.111111%
ti,2,0.222222%
tieso,1,0.111111%
tocar,1,0.111111%
tonto,2,0.222222%
tripa,1,0.111111%
tristes,1,0.111111%
triunfado,1,0.111111%
tu,2,0.222222%
tus,1,0.111111%
twist,1,0.111111%
tú,3,0.333333%
ujier,1,0.111111%
Un,11,1.222222%
una,8,0.888889%
utopía,1,0.111111%
Vallenatos,1,0.111111%
veces,1,0.111111%
vecinas,1,0.111111%
Vencido,1,0.111111%
Venecia,1,0.111111%
verdaderas,1,0.111111%
verdades,1,0.111111%
ves,3,0.333333%
viajes,1,0.111111%
vivir,1,0.111111%
volvamos,1,0.111111%
vuelvas,1,0.111111%
Y,31,3.444444%
Ya,3,0.333333%
yo,22,2.444444%
�que,4,0.444444%
Total de palabras unicas usadas: 328
Total de palabras (repetidas): 900
Porcentaje de vocabulario distinto: 36.444443
