Palabra, veces usada, porcentaje
Riley,1,0.092678%
riñón,1,0.092678%
rola,1,0.092678%
Romeo,1,0.092678%
rompió,1,0.092678%
ropa,1,0.092678%
saber,1,0.092678%
sabía,1,0.092678%
Salí,1,0.092678%
se,16,1.482854%
secamo,3,0.278035%
semana,1,0.092678%
sentía,1,0.092678%
Si,9,0.834106%
sido,1,0.092678%
siempre,2,0.185357%
sin,2,0.185357%
Sintiendo,2,0.185357%
soy,9,0.834106%
soñé,1,0.092678%
supieras,1,0.092678%
surfear,3,0.278035%
surfearte,1,0.092678%
Sé,3,0.278035%
sí,2,0.185357%
tabla,3,0.278035%
también,1,0.092678%
Tañón,1,0.092678%
te,9,0.834106%
temprano,1,0.092678%
tengo,2,0.185357%
tenía,1,0.092678%
Terminaste,1,0.092678%
Thunder,1,0.092678%
Tiene,4,0.370714%
tipo,1,0.092678%
tire,1,0.092678%
tiro,2,0.185357%
to,8,0.741427%
toa,1,0.092678%
toalla,3,0.278035%
toca,3,0.278035%
tocara,1,0.092678%
todas,1,0.092678%
Todos,2,0.185357%
traen,1,0.092678%
traigo,3,0.278035%
Tranquila,6,0.556070%
tu,2,0.185357%
turismo,1,0.092678%
tuvo,1,0.092678%
táctica,1,0.092678%
tás,2,0.185357%
Tú,14,1.297498%
Uh,2,0.185357%
un,11,1.019462%
una,3,0.278035%
usted,1,0.092678%
va,2,0.185357%
vacacione,1,0.092678%
vamo,7,0.648749%
ve,1,0.092678%
vece,1,0.092678%
veces,4,0.370714%
ves,1,0.092678%
vez,1,0.092678%
vieron,1,0.092678%
VIP,1,0.092678%
vive,1,0.092678%
voy,14,1.297498%
vuelve,1,0.092678%
weed,2,0.185357%
Wow,1,0.092678%
Y,32,2.965709%
ya,3,0.278035%
yeah,1,0.092678%
yeh,1,0.092678%
yo,21,1.946246%
�Zumba,1,0.092678%
éramo,1,0.092678%
última,1,0.092678%
Total de palabras unicas usadas: 332
Total de palabras (repetidas): 1079
Porcentaje de vocabulario distinto: 30.769232
