Palabra, veces usada, porcentaje
Mejor,6,0.589391%
melena,1,0.098232%
menos,1,0.098232%
mi,5,0.491159%
mientras,1,0.098232%
mil,1,0.098232%
milagro,9,0.884086%
millón,1,0.098232%
mina,4,0.392927%
miénteme,3,0.294695%
morras,1,0.098232%
muda,1,0.098232%
mueran,4,0.392927%
mujeres,1,0.098232%
muñeco,1,0.098232%
más,11,1.080550%
mío,2,0.196464%
nada,8,0.785855%
nadie,2,0.196464%
ni,2,0.196464%
niño,2,0.196464%
No,30,2.946955%
noche,2,0.196464%
noches,2,0.196464%
nuevo,1,0.098232%
o,9,0.884086%
oh,1,0.098232%
olvidó,1,0.098232%
oscuridad,1,0.098232%
otra,3,0.294695%
pa,1,0.098232%
palabras,2,0.196464%
para,3,0.294695%
parece,1,0.098232%
pasa,2,0.196464%
pasado,1,0.098232%
pasar,1,0.098232%
pasó,2,0.196464%
peligrosos,1,0.098232%
pelo,2,0.196464%
pensando,1,0.098232%
pensar,6,0.589391%
perdone,1,0.098232%
perigo,8,0.785855%
permito,1,0.098232%
pero,12,1.178782%
Perreando,1,0.098232%
persiguen,1,0.098232%
personas,1,0.098232%
peso,1,0.098232%
piden,4,0.392927%
pienso,1,0.098232%
por,4,0.392927%
Porque,12,1.178782%
Porsches,1,0.098232%
preguntan,1,0.098232%
primer,1,0.098232%
puedo,5,0.491159%
puesto,2,0.196464%
párteme,3,0.294695%
que,63,6.188605%
Queriendo,1,0.098232%
querías,1,0.098232%
quieras,2,0.196464%
quieres,3,0.294695%
Quiero,7,0.687623%
Quién,3,0.294695%
rascan,1,0.098232%
Rebotando,1,0.098232%
recuerdan,1,0.098232%
reemplaza,1,0.098232%
religión,2,0.196464%
respeto,1,0.098232%
resto,2,0.196464%
rezarle,1,0.098232%
riri,1,0.098232%
roba,1,0.098232%
romántico,1,0.098232%
Roneando,1,0.098232%
ruge,1,0.098232%
sabe,1,0.098232%
saben,2,0.196464%
saca,1,0.098232%
sacaste,1,0.098232%
salía,1,0.098232%
se,9,0.884086%
sed,1,0.098232%
ser,2,0.196464%
Si,4,0.392927%
siempre,1,0.098232%
Sigue,2,0.196464%
sin,2,0.196464%
sobran,1,0.098232%
sobrar,1,0.098232%
Sobre,1,0.098232%
solo,2,0.196464%
solos,1,0.098232%
Somos,1,0.098232%
Soy,1,0.098232%
soñé,1,0.098232%
su,1,0.098232%
Susurrando,1,0.098232%
sé,2,0.196464%
te,6,0.589391%
tenido,6,0.589391%
tiene,1,0.098232%
tienes,2,0.196464%
tiruriruriri,1,0.098232%
Tirurirururiri,1,0.098232%
to,1,0.098232%
tocar,1,0.098232%
toda,1,0.098232%
todas,1,0.098232%
todavía,1,0.098232%
todo,5,0.491159%
toro,1,0.098232%
tra,3,0.294695%
tronco,1,0.098232%
tu,10,0.982318%
tú,8,0.785855%
uh,1,0.098232%
um,8,0.785855%
un,16,1.571709%
una,7,0.687623%
va,3,0.294695%
valientes,1,0.098232%
vamos,1,0.098232%
van,1,0.098232%
Vegas,1,0.098232%
ven,2,0.196464%
veneno,1,0.098232%
versos,1,0.098232%
vida,3,0.294695%
vieja,2,0.196464%
viejo,1,0.098232%
vieron,1,0.098232%
Virgen,1,0.098232%
vivo,2,0.196464%
Y,28,2.750491%
Ya,5,0.491159%
yay,1,0.098232%
yo,17,1.669941%
�ea,1,0.098232%
�El,1,0.098232%
�Eso,1,0.098232%
�Qué,3,0.294695%
�Y,1,0.098232%
�Ya,1,0.098232%
�,4,0.392927%
é,4,0.392927%
él,1,0.098232%
último,1,0.098232%
Total de palabras unicas usadas: 323
Total de palabras (repetidas): 1018
Porcentaje de vocabulario distinto: 31.728882
