Palabra, veces usada, porcentaje
señoras,1,0.177620%
shinning,1,0.177620%
si,6,1.065719%
sido,1,0.177620%
Siempre,1,0.177620%
sigue,1,0.177620%
solo,1,0.177620%
somos,1,0.177620%
soy,4,0.710480%
subieron,3,0.532860%
super,1,0.177620%
superstars,1,0.177620%
te,5,0.888099%
tengo,2,0.355240%
the,4,0.710480%
them,2,0.355240%
things,2,0.355240%
three,1,0.177620%
tiene,3,0.532860%
tiramos,1,0.177620%
to,1,0.177620%
todavía,1,0.177620%
todo,4,0.710480%
top,1,0.177620%
tote,1,0.177620%
trajo,1,0.177620%
tranquilito,1,0.177620%
treinta,1,0.177620%
Trynna,1,0.177620%
Tu,2,0.355240%
tumbamos,1,0.177620%
tuve,2,0.355240%
un,5,0.888099%
una,1,0.177620%
unas,1,0.177620%
va,3,0.532860%
veces,6,1.065719%
vencen,1,0.177620%
vendiendole,1,0.177620%
Vengo,1,0.177620%
ver,1,0.177620%
vida,1,0.177620%
vivo,1,0.177620%
volar,2,0.355240%
vos,1,0.177620%
Voy,1,0.177620%
we,2,0.355240%
What,1,0.177620%
wheels,1,0.177620%
y,8,1.420959%
yeah,1,0.177620%
yeka,1,0.177620%
yeyo,1,0.177620%
yo,3,0.532860%
You,1,0.177620%
yung,1,0.177620%
�aa,3,0.532860%
�Alemán,1,0.177620%
�Ay,1,0.177620%
�Eyow,1,0.177620%
�Hey,1,0.177620%
�ja,2,0.355240%
�morro,1,0.177620%
Total de palabras unicas usadas: 267
Total de palabras (repetidas): 563
Porcentaje de vocabulario distinto: 47.424511
