Palabra, veces usada, porcentaje
sujetó,1,0.178571%
suponiendo,1,0.178571%
sus,1,0.178571%
sé,2,0.357143%
Sólo,1,0.178571%
tal,1,0.178571%
tan,1,0.178571%
tanto,1,0.178571%
te,13,2.321429%
ten,2,0.357143%
tendió,1,0.178571%
tener,1,0.178571%
tenga,1,0.178571%
tenme,1,0.178571%
ti,6,1.071429%
tiembla,1,0.178571%
tiemblan,2,0.357143%
tierra,1,0.178571%
timón,1,0.178571%
tiranos,1,0.178571%
todo,1,0.178571%
todos,1,0.178571%
Toma,1,0.178571%
través,1,0.178571%
tu,8,1.428571%
tucuarto,1,0.178571%
tus,10,1.785714%
ultramar,1,0.178571%
un,3,0.535714%
una,2,0.357143%
unión,1,0.178571%
unos,1,0.178571%
vaya,2,0.357143%
veces,1,0.178571%
velas,1,0.178571%
vencido,1,0.178571%
venido,1,0.178571%
ventana,1,0.178571%
veo,1,0.178571%
ver,1,0.178571%
verlos,1,0.178571%
verte,3,0.535714%
vestidos,1,0.178571%
viaja,1,0.178571%
vida,3,0.535714%
viento,1,0.178571%
volver,1,0.178571%
voy,1,0.178571%
voz,1,0.178571%
vuelva,2,0.357143%
vuelvo,1,0.178571%
y,36,6.428572%
yo,3,0.535714%
Total de palabras unicas usadas: 276
Total de palabras (repetidas): 560
Porcentaje de vocabulario distinto: 49.285713
