Palabra, veces usada, porcentaje
Llegué,1,0.065189%
llevamo,1,0.065189%
lloran,1,0.065189%
llover,1,0.065189%
lo,28,1.825293%
logramo,1,0.065189%
Los,14,0.912647%
lugar,1,0.065189%
lugare,1,0.065189%
lunes,1,0.065189%
límite,1,0.065189%
ma,2,0.130378%
madrugada,1,0.065189%
Mala,2,0.130378%
mami,8,0.521512%
mano,1,0.065189%
marca,2,0.130378%
Maroon,4,0.260756%
mato,1,0.065189%
me,40,2.607562%
medio,1,0.065189%
Mercedes,1,0.065189%
meto,1,0.065189%
mi,15,0.977836%
Miami,1,0.065189%
mientras,1,0.065189%
mierda,6,0.391134%
mil,1,0.065189%
mis,1,0.065189%
misil,1,0.065189%
misiles,1,0.065189%
Modo,1,0.065189%
Moncler,1,0.065189%
montes,1,0.065189%
morir,6,0.391134%
morirme,9,0.586701%
mover,1,0.065189%
mucho,2,0.130378%
mudó,1,0.065189%
muera,12,0.782269%
muerte,2,0.130378%
Más,22,1.434159%
mátame,1,0.065189%
mí,1,0.065189%
mía,2,0.130378%
mío,1,0.065189%
míos,3,0.195567%
nacer,1,0.065189%
nacido,1,0.065189%
nada,1,0.065189%
nadie,2,0.130378%
narco,2,0.130378%
Naruto,1,0.065189%
negro,1,0.065189%
ngeles,1,0.065189%
ni,2,0.130378%
No,45,2.933507%
noche,2,0.130378%
nombran,1,0.065189%
norte,1,0.065189%
Nos,3,0.195567%
nuestro,2,0.130378%
Nuevo,2,0.130378%
nunca,1,0.065189%
o,2,0.130378%
Obtiene,2,0.130378%
odio,1,0.065189%
ofendí,1,0.065189%
otra,2,0.130378%
otro,1,0.065189%
pa,25,1.629726%
par,3,0.195567%
para,9,0.586701%
parezcan,1,0.065189%
parezco,1,0.065189%
pasaporte,1,0.065189%
pasear,1,0.065189%
pasta,1,0.065189%
pasto,2,0.130378%
pedazo,2,0.130378%
pena,1,0.065189%
pensándola,2,0.130378%
perderte,5,0.325945%
perdido,1,0.065189%
perdió,1,0.065189%
perdones,4,0.260756%
pero,4,0.260756%
pesao,1,0.065189%
piel,2,0.130378%
Pienso,1,0.065189%
piquete,1,0.065189%
plata,2,0.130378%
poderes,1,0.065189%
poner,1,0.065189%
pongo,1,0.065189%
por,11,0.717080%
primera,1,0.065189%
problema,2,0.130378%
prohibido,1,0.065189%
prometimo,2,0.130378%
puedo,1,0.065189%
puse,4,0.260756%
puta,4,0.260756%
qu,1,0.065189%
Que,55,3.585398%
queda,3,0.195567%
Querían,2,0.130378%
quiebre,1,0.065189%
quien,1,0.065189%
quieran,1,0.065189%
quiere,4,0.260756%
quieres,1,0.065189%
quiero,15,0.977836%
Qué,2,0.130378%
ramo,1,0.065189%
rapero,1,0.065189%
realista,1,0.065189%
refle,1,0.065189%
reparto,2,0.130378%
responda,1,0.065189%
rojas,1,0.065189%
rompíamo,1,0.065189%
ronda,1,0.065189%
ropa,3,0.195567%
ropero,1,0.065189%
rosas,1,0.065189%
rush,2,0.130378%
ruta,1,0.065189%
ría,1,0.065189%
sabe,2,0.130378%
Saiyan,1,0.065189%
salvarte,1,0.065189%
salvo,1,0.065189%
Samaritano,1,0.065189%
Sandra,1,0.065189%
saqué,1,0.065189%
se,11,0.717080%
sea,1,0.065189%
sellos,1,0.065189%
separó,2,0.130378%
ser,5,0.325945%
sería,3,0.195567%
show,1,0.065189%
shows,1,0.065189%
Si,9,0.586701%
siempre,2,0.130378%
siendo,1,0.065189%
sin,3,0.195567%
sistema,1,0.065189%
so,4,0.260756%
solista,1,0.065189%
solo,2,0.130378%
sombra,1,0.065189%
soy,13,0.847458%
sport,1,0.065189%
su,3,0.195567%
Subí,1,0.065189%
suerte,4,0.260756%
sugar,4,0.260756%
Super,1,0.065189%
supiste,2,0.130378%
suyo,2,0.130378%
Sé,2,0.130378%
Ta,1,0.065189%
Tal,4,0.260756%
también,4,0.260756%
Tamo,2,0.130378%
tatuajes,1,0.065189%
te,9,0.586701%
temo,1,0.065189%
tenga,1,0.065189%
Tengo,23,1.499348%
that,2,0.130378%
ti,7,0.456323%
ticket,1,0.065189%
tiempo,7,0.456323%
tiene,4,0.260756%
tiran,1,0.065189%
To,1,0.065189%
todo,2,0.130378%
todoterreno,1,0.065189%
top,4,0.260756%
Trafico,2,0.130378%
transformamo,1,0.065189%
trato,2,0.130378%
trendy,1,0.065189%
tristeza,1,0.065189%
tuve,1,0.065189%
tuyo,3,0.195567%
tú,13,0.847458%
un,14,0.912647%
una,3,0.195567%
unas,1,0.065189%
Unidos,1,0.065189%
uno,6,0.391134%
usa,1,0.065189%
usando,1,0.065189%
va,1,0.065189%
Valentino,1,0.065189%
valor,1,0.065189%
van,1,0.065189%
vas,3,0.195567%
Vaticano,1,0.065189%
veces,1,0.065189%
ven,2,0.130378%
veneno,1,0.065189%
venga,1,0.065189%
venimo,1,0.065189%
Venom,1,0.065189%
verle,1,0.065189%
verte,2,0.130378%
vez,4,0.260756%
viaje,2,0.130378%
vida,2,0.130378%
viejo,1,0.065189%
viernes,1,0.065189%
vine,1,0.065189%
vista,1,0.065189%
vo,1,0.065189%
volvemos,1,0.065189%
volver,2,0.130378%
voy,7,0.456323%
vuelta,1,0.065189%
Vámonos,2,0.130378%
working,1,0.065189%
y,46,2.998696%
Ya,9,0.586701%
yah,1,0.065189%
yeah,4,0.260756%
yo,25,1.629726%
you,1,0.065189%
zapa,2,0.130378%
�,2,0.130378%
él,1,0.065189%
Total de palabras unicas usadas: 500
Total de palabras (repetidas): 1534
Porcentaje de vocabulario distinto: 32.594524
