Palabra, veces usada, porcentaje
dónde,1,0.043687%
Ecuador,1,0.043687%
el,42,1.834862%
Ella,10,0.436872%
emanás,1,0.043687%
empezar,2,0.087374%
empieza,4,0.174749%
en,44,1.922237%
enamora,4,0.174749%
enamoré,1,0.043687%
encanta,1,0.043687%
encendidas,1,0.043687%
encontrado,1,0.043687%
encontrarías,1,0.043687%
encontré,1,0.043687%
encuentro,2,0.087374%
engorda,6,0.262123%
entiendo,1,0.043687%
Entonces,1,0.043687%
entrar,2,0.087374%
entre,2,0.087374%
error,1,0.043687%
es,37,1.616426%
Esa,7,0.305810%
escapar,1,0.043687%
Escucho,1,0.043687%
escudo,1,0.043687%
ese,6,0.262123%
eso,2,0.087374%
espalda,1,0.043687%
espejo,1,0.043687%
esperamos,1,0.043687%
esperar,3,0.131062%
esquinas,1,0.043687%
esta,4,0.174749%
estaba,1,0.043687%
estar,4,0.174749%
estaría,5,0.218436%
estas,2,0.087374%
esto,5,0.218436%
estoy,4,0.174749%
estrella,1,0.043687%
está,2,0.087374%
Estás,2,0.087374%
explicar,4,0.174749%
facciones,1,0.043687%
falda,1,0.043687%
fallando,1,0.043687%
faltaban,1,0.043687%
favor,1,0.043687%
favorito,1,0.043687%
feliz,2,0.087374%
fierro,1,0.043687%
fiesta,1,0.043687%
figuritas,1,0.043687%
filosofías,1,0.043687%
final,1,0.043687%
fotos,1,0.043687%
francesa,1,0.043687%
Frenar,3,0.131062%
frente,1,0.043687%
frío,3,0.131062%
fue,3,0.131062%
fuego,3,0.131062%
fuera,1,0.043687%
fugaz,1,0.043687%
fumando,3,0.131062%
fundió,1,0.043687%
futuro,1,0.043687%
gargantilla,1,0.043687%
garrafón,1,0.043687%
gente,4,0.174749%
Guadalupe,1,0.043687%
Guatemala,1,0.043687%
gusta,11,0.480559%
gustaba,1,0.043687%
gustan,1,0.043687%
ha,2,0.087374%
habernos,1,0.043687%
habitación,2,0.087374%
hablar,1,0.043687%
hace,1,0.043687%
hacemos,1,0.043687%
hacer,9,0.393185%
hacerla,1,0.043687%
hacia,1,0.043687%
haga,3,0.131062%
Hagamos,1,0.043687%
hago,1,0.043687%
has,2,0.087374%
Hasta,1,0.043687%
hay,5,0.218436%
he,8,0.349498%
heridas,1,0.043687%
herido,2,0.087374%
hermana,1,0.043687%
hiciste,4,0.174749%
hizo,1,0.043687%
hora,2,0.087374%
hoy,1,0.043687%
huella,1,0.043687%
iba,1,0.043687%
idea,1,0.043687%
igual,1,0.043687%
Ilegal,6,0.262123%
Imaginando,4,0.174749%
Imagino,1,0.043687%
imanes,1,0.043687%
imborrable,1,0.043687%
impide,2,0.087374%
importa,1,0.043687%
informal,1,0.043687%
inmoral,6,0.262123%
iras,2,0.087374%
irte,1,0.043687%
jabones,1,0.043687%
Jamaica,1,0.043687%
jarro,1,0.043687%
junto,7,0.305810%
la,69,3.014417%
labios,3,0.131062%
lado,2,0.087374%
larga,1,0.043687%
las,17,0.742682%
le,3,0.131062%
les,1,0.043687%
levantar,1,0.043687%
libertad,2,0.087374%
linda,1,0.043687%
llaman,2,0.087374%
llegó,1,0.043687%
llevar,1,0.043687%
llevás,1,0.043687%
Lloraras,4,0.174749%
lloviendo,1,0.043687%
llueve,1,0.043687%
Llévate,6,0.262123%
Llévatelo,2,0.087374%
lo,20,0.873744%
logro,1,0.043687%
los,13,0.567934%
luces,1,0.043687%
lugar,2,0.087374%
luz,6,0.262123%
lámpara,1,0.043687%
mal,1,0.043687%
maldad,2,0.087374%
maletas,1,0.043687%
mamá,1,0.043687%
manera,1,0.043687%
mano,2,0.087374%
manos,3,0.131062%
mar,2,0.087374%
Martinique,1,0.043687%
mas,3,0.131062%
matar,1,0.043687%
mate,1,0.043687%
mañana,5,0.218436%
me,57,2.490170%
Melancolía,1,0.043687%
melodía,2,0.087374%
memoria,1,0.043687%
mesa,2,0.087374%
metas,1,0.043687%
mi,33,1.441678%
mil,1,0.043687%
mira,1,0.043687%
miramos,1,0.043687%
mirar,2,0.087374%
Mirarte,1,0.043687%
miro,4,0.174749%
mirás,1,0.043687%
mis,3,0.131062%
molestar,3,0.131062%
momento,3,0.131062%
morada,1,0.043687%
mostrar,1,0.043687%
mueve,1,0.043687%
mundo,5,0.218436%
muévete,4,0.174749%
más,32,1.397990%
Méjico,1,0.043687%
mí,2,0.087374%
mía,3,0.131062%
nada,8,0.349498%
natural,1,0.043687%
necesidad,1,0.043687%
necesita,1,0.043687%
ni,1,0.043687%
Nicaragua,1,0.043687%
ningún,2,0.087374%
niña,1,0.043687%
niños,1,0.043687%
no,59,2.577545%
noche,16,0.698995%
noches,1,0.043687%
nombre,3,0.131062%
nos,3,0.131062%
notitas,1,0.043687%
Noy,1,0.043687%
nueces,1,0.043687%
nuestra,4,0.174749%
Nuestras,3,0.131062%
nuestro,7,0.305810%
nuestros,1,0.043687%
nunca,3,0.131062%
o,9,0.393185%
observo,1,0.043687%
oh,1,0.043687%
ojos,6,0.262123%
olvidar,3,0.131062%
olvide,1,0.043687%
olvides,3,0.131062%
olvidó,2,0.087374%
olvídalo,1,0.043687%
onda,2,0.087374%
orilla,1,0.043687%
otra,19,0.830057%
otro,4,0.174749%
Oye,2,0.087374%
palabras,1,0.043687%
Panamá,1,0.043687%
pantuflas,1,0.043687%
papada,1,0.043687%
papá,1,0.043687%
Para,11,0.480559%
Paraguay,1,0.043687%
paro,3,0.131062%
partir,1,0.043687%
pasa,1,0.043687%
pasado,1,0.043687%
pasamos,1,0.043687%
pasar,2,0.087374%
pasara,2,0.087374%
pasará,1,0.043687%
pasó,2,0.087374%
pausa,1,0.043687%
pedir,1,0.043687%
pelo,1,0.043687%
película,4,0.174749%
pensando,1,0.043687%
pensar,3,0.131062%
perdido,1,0.043687%
perdí,1,0.043687%
perdón,1,0.043687%
perfectos,2,0.087374%
Pero,9,0.393185%
perritos,1,0.043687%
Perú,1,0.043687%
pesada,1,0.043687%
pida,1,0.043687%
pide,1,0.043687%
piel,5,0.218436%
pienses,1,0.043687%
pienso,2,0.087374%
Pintaba,1,0.043687%
pintura,2,0.087374%
planes,1,0.043687%
plantas,1,0.043687%
platos,1,0.043687%
podemos,2,0.087374%
poder,3,0.131062%
podrá,1,0.043687%
podrás,2,0.087374%
pon,1,0.043687%
poner,1,0.043687%
pones,1,0.043687%
pongo,1,0.043687%
Por,16,0.698995%
Porque,7,0.305810%
prensa,1,0.043687%
presente,1,0.043687%
primera,1,0.043687%
prisa,1,0.043687%
Procuro,1,0.043687%
promesa,1,0.043687%
prometido,2,0.087374%
pronto,1,0.043687%
Pude,1,0.043687%
pueda,2,0.087374%
puedo,14,0.611621%
Puerto,1,0.043687%
Pues,2,0.087374%
pusiste,1,0.043687%
que,127,5.548275%
querido,2,0.087374%
querés,2,0.087374%
quería,2,0.087374%
querías,2,0.087374%
quien,2,0.087374%
quiero,8,0.349498%
quita,1,0.043687%
quién,1,0.043687%
Qué,4,0.174749%
quédate,2,0.087374%
racismo,1,0.043687%
razón,2,0.087374%
real,1,0.043687%
realidad,1,0.043687%
rebobinar,1,0.043687%
reconocen,1,0.043687%
recordarás,1,0.043687%
Recostada,1,0.043687%
recuerdo,1,0.043687%
regalo,1,0.043687%
regalé,1,0.043687%
regresar,1,0.043687%
República,1,0.043687%
respirar,1,0.043687%
retratos,1,0.043687%
Reunámonos,1,0.043687%
Reviviendo,3,0.131062%
rezamos,1,0.043687%
Rica,1,0.043687%
Rico,1,0.043687%
rociabas,1,0.043687%
ropa,2,0.087374%
ruido,1,0.043687%
rumbo,1,0.043687%
saber,2,0.087374%
Sabiendo,2,0.087374%
saca,1,0.043687%
sala,1,0.043687%
saludo,1,0.043687%
Salvador,1,0.043687%
salvar,1,0.043687%
Se,14,0.611621%
seguir,1,0.043687%
segundo,3,0.131062%
seguridad,1,0.043687%
seguro,1,0.043687%
sensación,1,0.043687%
sentir,8,0.349498%
ser,12,0.524246%
serio,2,0.087374%
Será,4,0.174749%
serán,3,0.131062%
Si,20,0.873744%
sido,1,0.043687%
Siempre,7,0.305810%
sientes,1,0.043687%
Siento,3,0.131062%
sillón,1,0.043687%
sin,3,0.131062%
sola,3,0.131062%
soledad,2,0.087374%
Solo,6,0.262123%
sombrero,1,0.043687%
somo,1,0.043687%
son,3,0.131062%
sonrisa,1,0.043687%
sorpresa,1,0.043687%
Soweto,1,0.043687%
soy,2,0.087374%
stickers,1,0.043687%
su,7,0.305810%
suceda,1,0.043687%
Suena,1,0.043687%
sueños,1,0.043687%
sugiere,1,0.043687%
supe,2,0.087374%
Sur,1,0.043687%
suéter,1,0.043687%
sé,9,0.393185%
también,2,0.087374%
tan,3,0.131062%
tanta,1,0.043687%
tanto,4,0.174749%
te,45,1.965924%
televisión,1,0.043687%
teléfono,1,0.043687%
tener,3,0.131062%
tengo,2,0.087374%
tenía,1,0.043687%
termino,1,0.043687%
terminé,1,0.043687%
terraza,1,0.043687%
ti,5,0.218436%
tiempo,1,0.043687%
tienes,1,0.043687%
timbre,1,0.043687%
Tocarnos,3,0.131062%
toda,2,0.087374%
todas,1,0.043687%
todo,11,0.480559%
todos,4,0.174749%
Total,1,0.043687%
Trato,1,0.043687%
Trinidad,1,0.043687%
tu,35,1.529052%
tus,16,0.698995%
Tú,18,0.786370%
un,8,0.349498%
una,20,0.873744%
Uruguay,1,0.043687%
usan,1,0.043687%
uñas,1,0.043687%
Va,6,0.262123%
vale,1,0.043687%
vamos,1,0.043687%
vas,2,0.087374%
vaya,1,0.043687%
veces,3,0.131062%
velas,1,0.043687%
veme,1,0.043687%
ven,1,0.043687%
Venezuela,1,0.043687%
veo,1,0.043687%
ver,3,0.131062%
verdad,2,0.087374%
verdadero,1,0.043687%
vereda,1,0.043687%
verla,1,0.043687%
verme,1,0.043687%
Ves,1,0.043687%
vez,33,1.441678%
vida,1,0.043687%
vidas,1,0.043687%
viene,4,0.174749%
vimos,1,0.043687%
visitaba,1,0.043687%
visto,1,0.043687%
vivimos,1,0.043687%
vivir,1,0.043687%
Vivo,1,0.043687%
volvieran,1,0.043687%
vos,1,0.043687%
voy,2,0.087374%
voz,3,0.131062%
vuelto,1,0.043687%
vuelvo,1,0.043687%
y,81,3.538663%
ya,13,0.567934%
yo,36,1.572739%
�ay,1,0.043687%
áfrica,2,0.087374%
Total de palabras unicas usadas: 629
Total de palabras (repetidas): 2289
Porcentaje de vocabulario distinto: 27.479250
