Palabra, veces usada, porcentaje
nosotro,1,0.029429%
novio,1,0.029429%
Nueva,1,0.029429%
nuevo,3,0.088287%
Nunca,4,0.117716%
o,9,0.264862%
Of,1,0.029429%
ojos,1,0.029429%
Ok,1,0.029429%
okey,6,0.176574%
Olé,16,0.470865%
Ombliguito,2,0.058858%
otra,12,0.353149%
otro,3,0.088287%
Out,3,0.088287%
Oye,6,0.176574%
pa,20,0.588582%
palanca,1,0.029429%
panadero,1,0.029429%
pantalones,1,0.029429%
Papi,1,0.029429%
Par,1,0.029429%
Para,3,0.088287%
parar,1,0.029429%
Pararse,1,0.029429%
pared,2,0.058858%
Parrandear,1,0.029429%
Party,1,0.029429%
paso,8,0.235433%
Pasó,2,0.058858%
patos,1,0.029429%
Patria,1,0.029429%
patrullero,6,0.176574%
pañuelos,1,0.029429%
pece,1,0.029429%
Pecho,2,0.058858%
pedazos,10,0.294291%
pediste,1,0.029429%
Pegadito,1,0.029429%
Pegando,1,0.029429%
pegao,2,0.058858%
pegue,2,0.058858%
pelotero,6,0.176574%
pena,9,0.264862%
penicilina,6,0.176574%
Pequeña,1,0.029429%
perdido,2,0.058858%
perdonó,1,0.029429%
Pero,6,0.176574%
pide,6,0.176574%
pidiendo,6,0.176574%
Pierdas,1,0.029429%
pistola,6,0.176574%
plata,9,0.264862%
playa,5,0.147145%
poder,3,0.088287%
Poderoso,1,0.029429%
Pone,1,0.029429%
pongan,1,0.029429%
poquito,2,0.058858%
Por,24,0.706298%
Porque,4,0.117716%
posicione,2,0.058858%
pregunto,1,0.029429%
Pregúntale,1,0.029429%
Prende,3,0.088287%
Presidente,1,0.029429%
preso,1,0.029429%
prisa,2,0.058858%
profundo,1,0.029429%
Propulsó,1,0.029429%
Pueblo,1,0.029429%
Puedes,1,0.029429%
Puerto,2,0.058858%
pum,4,0.117716%
pusiera,1,0.029429%
Pégate,2,0.058858%
que,127,3.737493%
Quedar,2,0.058858%
quería,2,0.058858%
Quien,1,0.029429%
quiera,1,0.029429%
Quieras,1,0.029429%
Quiere,19,0.559152%
Quiero,13,0.382578%
Quisqueya,1,0.029429%
quita,6,0.176574%
quitarle,1,0.029429%
quién,1,0.029429%
qué,13,0.382578%
radiografía,1,0.029429%
ratatá,5,0.147145%
ratito,2,0.058858%
rato,1,0.029429%
rayos,1,0.029429%
reach,2,0.058858%
ready,2,0.058858%
Repente,1,0.029429%
resulta,1,0.029429%
rica,2,0.058858%
Rico,4,0.117716%
rincones,1,0.029429%
Ripea,1,0.029429%
Ritmo,1,0.029429%
roba,2,0.058858%
rollo,1,0.029429%
Romeo,1,0.029429%
Ropa,1,0.029429%
rostro,1,0.029429%
Rumba,8,0.235433%
rumores,20,0.588582%
sabe,1,0.029429%
Saben,1,0.029429%
saber,1,0.029429%
sabrosura,2,0.058858%
sacaron,1,0.029429%
Salí,1,0.029429%
se,20,0.588582%
sea,4,0.117716%
secamo,3,0.088287%
secreto,1,0.029429%
seguro,1,0.029429%
sensación,2,0.058858%
sentido,4,0.117716%
sentir,8,0.235433%
Ser,2,0.058858%
serio,1,0.029429%
sexual,2,0.058858%
señalado,1,0.029429%
Shorty,1,0.029429%
show,2,0.058858%
si,18,0.529723%
siempre,4,0.117716%
siento,6,0.176574%
Siete,1,0.029429%
siga,2,0.058858%
Sigan,1,0.029429%
sigo,2,0.058858%
Sigue,4,0.117716%
simpático,2,0.058858%
sin,13,0.382578%
Sintiendo,2,0.058858%
Solamente,1,0.029429%
solas,5,0.147145%
son,22,0.647440%
soy,13,0.382578%
Su,10,0.294291%
Suave,31,0.912301%
suavecito,1,0.029429%
Suavemente,7,0.206004%
sube,18,0.529723%
subido,2,0.058858%
suero,7,0.206004%
sueño,1,0.029429%
supieras,1,0.029429%
suponen,2,0.058858%
sur,1,0.029429%
surfear,3,0.088287%
surfearte,1,0.029429%
sus,1,0.029429%
swing,14,0.412007%
sé,1,0.029429%
sí,2,0.058858%
sólo,1,0.029429%
tabaco,1,0.029429%
tabaquero,1,0.029429%
tabla,3,0.088287%
Tal,1,0.029429%
tan,3,0.088287%
tanque,1,0.029429%
Tanto,9,0.264862%
te,26,0.765156%
tele,1,0.029429%
tener,4,0.117716%
tenerte,3,0.088287%
Tenga,1,0.029429%
tengas,1,0.029429%
Tengo,14,0.412007%
Teniente,1,0.029429%
tenía,5,0.147145%
ti,1,0.029429%
Tiemblas,1,0.029429%
tiempo,9,0.264862%
tiene,7,0.206004%
tienen,2,0.058858%
Tienes,1,0.029429%
tiere,1,0.029429%
tiernamente,1,0.029429%
tipo,3,0.088287%
to,4,0.117716%
toalla,3,0.088287%
Tocando,1,0.029429%
Toda,2,0.058858%
Todas,1,0.029429%
todo,2,0.058858%
torpe,1,0.029429%
Total,7,0.206004%
Totalmente,1,0.029429%
trago,1,0.029429%
traigo,3,0.088287%
Tranquila,1,0.029429%
trastearon,1,0.029429%
trato,1,0.029429%
tu,19,0.559152%
tum,4,0.117716%
tumba,1,0.029429%
tus,12,0.353149%
tuyo,1,0.029429%
tás,2,0.058858%
tíguere,2,0.058858%
Tú,16,0.470865%
U,1,0.029429%
Uh,5,0.147145%
un,43,1.265450%
Una,24,0.706298%
usted,1,0.029429%
Usté,1,0.029429%
va,5,0.147145%
vaceen,3,0.088287%
vacías,1,0.029429%
vaina,10,0.294291%
vamo,13,0.382578%
ve,1,0.029429%
vece,1,0.029429%
venao,28,0.824014%
vengan,1,0.029429%
ventanita,4,0.117716%
veo,1,0.029429%
ver,4,0.117716%
verdad,2,0.058858%
Verme,1,0.029429%
verte,9,0.264862%
vestido,1,0.029429%
vez,10,0.294291%
vida,6,0.176574%
vio,2,0.058858%
vitamina,1,0.029429%
vive,1,0.029429%
Vo,2,0.058858%
voy,10,0.294291%
Vuelta,1,0.029429%
Vámono,2,0.058858%
Weekend,1,0.029429%
Y,98,2.884049%
Ya,17,0.500294%
yeah,1,0.029429%
yeh,1,0.029429%
yo,32,0.941730%
York,1,0.029429%
Your,1,0.029429%
zapatero,1,0.029429%
zapatos,1,0.029429%
�ay,18,0.529723%
�eh,2,0.058858%
�no,6,0.176574%
�Oye,1,0.029429%
�Zumba,1,0.029429%
échate,1,0.029429%
Total de palabras unicas usadas: 703
Total de palabras (repetidas): 3398
Porcentaje de vocabulario distinto: 20.688641
