Palabra, veces usada, porcentaje
ejecutivo,1,0.029568%
el,57,1.685393%
elegante,6,0.177410%
elegir,3,0.088705%
ella,4,0.118273%
embrujó,1,0.029568%
Empieza,1,0.029568%
en,46,1.360142%
enamorarme,9,0.266115%
enamore,2,0.059137%
enamorándome,1,0.029568%
encontrar,1,0.029568%
endereza,9,0.266115%
enfermedad,1,0.029568%
enfermo,1,0.029568%
engañan,2,0.059137%
enredada,1,0.029568%
Enredado,2,0.059137%
enseñare,2,0.059137%
entender,1,0.029568%
entera,2,0.059137%
entiendo,1,0.029568%
entrañas,1,0.029568%
entre,4,0.118273%
Epa,1,0.029568%
equivocaste,3,0.088705%
era,1,0.029568%
eran,2,0.059137%
eres,2,0.059137%
error,1,0.029568%
es,27,0.798344%
esa,6,0.177410%
escapar,3,0.088705%
escapó,1,0.029568%
escena,2,0.059137%
escribía,1,0.029568%
escucha,1,0.029568%
escuchar,1,0.029568%
escusa,2,0.059137%
ese,3,0.088705%
especial,1,0.029568%
espejos,2,0.059137%
espero,1,0.029568%
esplendor,1,0.029568%
esquivas,1,0.029568%
esta,1,0.029568%
estaba,5,0.147842%
estas,2,0.059137%
este,4,0.118273%
estoy,1,0.029568%
estrella,1,0.029568%
estudiar,1,0.029568%
está,4,0.118273%
esté,1,0.029568%
exceso,1,0.029568%
excite,3,0.088705%
existir,1,0.029568%
explicación,1,0.029568%
extranjero,1,0.029568%
extraña,2,0.059137%
ey,3,0.088705%
falda,1,0.029568%
Falló,1,0.029568%
falta,3,0.088705%
felicidad,1,0.029568%
feliz,3,0.088705%
fiel,1,0.029568%
fijarme,4,0.118273%
fin,3,0.088705%
final,2,0.059137%
forma,2,0.059137%
frases,2,0.059137%
frío,2,0.059137%
fue,21,0.620934%
fuego,2,0.059137%
fuera,1,0.029568%
fui,5,0.147842%
fuiste,2,0.059137%
furioso,1,0.029568%
fácilmente,1,0.029568%
ganarse,1,0.029568%
gente,4,0.118273%
gota,1,0.029568%
Gotas,11,0.325251%
goza,1,0.029568%
gozar,5,0.147842%
grabado,4,0.118273%
gran,3,0.088705%
gris,2,0.059137%
guardada,1,0.029568%
guste,1,0.029568%
ha,3,0.088705%
haberme,1,0.029568%
habló,2,0.059137%
había,2,0.059137%
hace,1,0.029568%
hacer,3,0.088705%
hacerle,2,0.059137%
hagas,1,0.029568%
han,1,0.029568%
hará,2,0.059137%
haré,5,0.147842%
has,2,0.059137%
hasta,2,0.059137%
hay,7,0.206978%
he,7,0.206978%
heridas,1,0.029568%
hey,1,0.029568%
hice,1,0.029568%
hiciste,2,0.059137%
hijo,2,0.059137%
historia,1,0.029568%
Hola,1,0.029568%
hombre,1,0.029568%
hospital,2,0.059137%
hoy,3,0.088705%
hubo,1,0.029568%
huella,1,0.029568%
hundo,8,0.236546%
idiota,1,0.029568%
imaginar,1,0.029568%
importa,1,0.029568%
importó,1,0.029568%
impresión,1,0.029568%
infierno,1,0.029568%
inspirado,1,0.029568%
intensos,1,0.029568%
Ir,2,0.059137%
jamás,10,0.295683%
juego,4,0.118273%
jugaste,1,0.029568%
juro,2,0.059137%
justo,4,0.118273%
la,117,3.459491%
labial,1,0.029568%
labios,2,0.059137%
lante,10,0.295683%
las,9,0.266115%
latidos,4,0.118273%
le,14,0.413956%
lecho,1,0.029568%
Lejos,1,0.029568%
libre,2,0.059137%
limonada,1,0.029568%
limones,1,0.029568%
limpiar,1,0.029568%
linda,11,0.325251%
llamada,1,0.029568%
llanto,1,0.029568%
llega,3,0.088705%
llegué,1,0.029568%
llegó,2,0.059137%
llena,2,0.059137%
llevada,1,0.029568%
llevar,1,0.029568%
llevatela,1,0.029568%
llevo,5,0.147842%
lloramos,1,0.029568%
llorando,1,0.029568%
llorar,4,0.118273%
Llorarás,26,0.768776%
lloró,2,0.059137%
lluvia,8,0.236546%
lo,37,1.094027%
loco,2,0.059137%
locura,13,0.384388%
locuras,2,0.059137%
los,4,0.118273%
luego,1,0.029568%
Luna,2,0.059137%
Lágrimas,6,0.177410%
lápiz,1,0.029568%
Maelo,1,0.029568%
mal,1,0.029568%
malo,1,0.029568%
mama,1,0.029568%
Mami,1,0.029568%
mamita,2,0.059137%
manera,1,0.029568%
mano,1,0.029568%
manos,2,0.059137%
mar,1,0.029568%
mas,6,0.177410%
me,42,1.241869%
mejor,4,0.118273%
memoria,1,0.029568%
mente,1,0.029568%
mereces,1,0.029568%
mezcla,1,0.029568%
mi,35,1.034891%
miedo,1,0.029568%
mientras,1,0.029568%
mira,32,0.946186%
mirarme,3,0.088705%
mires,1,0.029568%
mis,14,0.413956%
misma,1,0.029568%
momento,5,0.147842%
momentos,1,0.029568%
moraleja,1,0.029568%
morir,2,0.059137%
Moviendo,1,0.029568%
moza,10,0.295683%
Mucho,4,0.118273%
muero,1,0.029568%
mujer,32,0.946186%
mundo,11,0.325251%
murió,1,0.029568%
muy,15,0.443525%
máquina,1,0.029568%
más,19,0.561798%
mí,3,0.088705%
mía,3,0.088705%
mío,2,0.059137%
Mírala,12,0.354820%
nace,9,0.266115%
nacer,2,0.059137%
nació,1,0.029568%
nada,3,0.088705%
Nadie,2,0.059137%
naturaleza,9,0.266115%
Navidad,1,0.029568%
ni,5,0.147842%
no,95,2.808989%
noche,24,0.709639%
nombre,2,0.059137%
nos,8,0.236546%
noticias,1,0.029568%
nuestro,1,0.029568%
nuestros,2,0.059137%
nunca,12,0.354820%
o,12,0.354820%
odias,1,0.029568%
ofrecido,1,0.029568%
ola,1,0.029568%
olvida,3,0.088705%
olvidar,1,0.029568%
olvidarte,1,0.029568%
olvido,6,0.177410%
olvidó,2,0.059137%
opinó,1,0.029568%
orgullo,1,0.029568%
Otoño,2,0.059137%
otra,8,0.236546%
otro,2,0.059137%
otros,1,0.029568%
Oye,5,0.147842%
pa,18,0.532229%
padre,1,0.029568%
pagar,1,0.029568%
pagaras,1,0.029568%
palanca,1,0.029568%
Palo,9,0.266115%
papá,3,0.088705%
Para,17,0.502661%
pared,1,0.029568%
parezca,2,0.059137%
parte,4,0.118273%
pasado,6,0.177410%
pasan,1,0.029568%
pasar,1,0.029568%
pasé,1,0.029568%
pasó,1,0.029568%
pecado,1,0.029568%
pecados,2,0.059137%
pedí,1,0.029568%
pena,5,0.147842%
pensamiento,4,0.118273%
perderás,3,0.088705%
perdi,1,0.029568%
perdona,1,0.029568%
Perdoname,1,0.029568%
perdón,2,0.059137%
pero,37,1.094027%
pesar,1,0.029568%
pidiendome,1,0.029568%
piedra,1,0.029568%
piel,6,0.177410%
pienso,1,0.029568%
placer,2,0.059137%
Poco,7,0.206978%
podemos,3,0.088705%
poder,1,0.029568%
poderosa,12,0.354820%
podia,1,0.029568%
podias,2,0.059137%
podrás,1,0.029568%
podré,1,0.029568%
poquito,2,0.059137%
por,23,0.680071%
porque,9,0.266115%
poseerte,1,0.029568%
prechosa,2,0.059137%
preciosa,2,0.059137%
preguntas,1,0.029568%
presencia,1,0.029568%
pretendes,1,0.029568%
primera,1,0.029568%
Primero,1,0.029568%
Procura,37,1.094027%
prohibida,1,0.029568%
propio,3,0.088705%
Pudiste,1,0.029568%
pudo,1,0.029568%
Puede,10,0.295683%
puedes,1,0.029568%
puedo,1,0.029568%
puerta,2,0.059137%
pues,1,0.029568%
puñales,2,0.059137%
pálida,1,0.029568%
que,178,5.263158%
quedando,1,0.029568%
quedó,1,0.029568%
quejes,2,0.059137%
Quemare,1,0.029568%
querer,1,0.029568%
queria,1,0.029568%
querias,2,0.059137%
quiera,2,0.059137%
quieras,1,0.029568%
quieres,1,0.029568%
quiero,7,0.206978%
quise,1,0.029568%
Quisiera,1,0.029568%
Quizás,2,0.059137%
qué,31,0.916617%
ra,2,0.059137%
rabia,1,0.029568%
rap,1,0.029568%
rara,1,0.029568%
razón,9,0.266115%
recibí,1,0.029568%
reclamos,1,0.029568%
recuerdas,2,0.059137%
recuerdo,2,0.059137%
redes,1,0.029568%
reemplazarte,1,0.029568%
reflejados,2,0.059137%
reloj,1,0.029568%
remplazarte,1,0.029568%
reparo,4,0.118273%
resistir,1,0.029568%
respiración,1,0.029568%
revés,1,0.029568%
reír,14,0.413956%
rocer,1,0.029568%
rocío,7,0.206978%
rodar,1,0.029568%
romance,1,0.029568%
rosando,1,0.029568%
Ruiz,1,0.029568%
Rumbera,1,0.029568%
ríe,1,0.029568%
saber,4,0.118273%
Sabes,2,0.059137%
sabiendo,2,0.059137%
Sabor,1,0.029568%
sabrás,3,0.088705%
sala,2,0.059137%
sales,1,0.029568%
salsa,1,0.029568%
savia,1,0.029568%
se,27,0.798344%
sea,1,0.029568%
seas,1,0.029568%
secreto,1,0.029568%
sed,2,0.059137%
seducirme,1,0.029568%
segundo,4,0.118273%
Seguro,2,0.059137%
sensación,4,0.118273%
senti,1,0.029568%
sentimientos,1,0.029568%
sentías,1,0.029568%
separamos,1,0.029568%
sepas,1,0.029568%
sequía,1,0.029568%
ser,7,0.206978%
sermón,1,0.029568%
será,5,0.147842%
severidad,1,0.029568%
show,1,0.029568%
Si,17,0.502661%
Siempre,10,0.295683%
Siente,1,0.029568%
siento,3,0.088705%
siete,5,0.147842%
sigue,2,0.059137%
silencio,3,0.088705%
simpatía,1,0.029568%
Simón,9,0.266115%
sin,10,0.295683%
sintiera,2,0.059137%
sola,1,0.029568%
solamente,2,0.059137%
soles,2,0.059137%
solo,10,0.295683%
soltero,1,0.029568%
son,4,0.118273%
sonrisa,1,0.029568%
sorprende,1,0.029568%
sospechaba,1,0.029568%
soy,2,0.059137%
Soñando,1,0.029568%
soñar,1,0.029568%
su,20,0.591366%
sueños,1,0.029568%
sufri,1,0.029568%
sufrimiento,1,0.029568%
sufrir,5,0.147842%
supieras,1,0.029568%
supo,1,0.029568%
sé,11,0.325251%
sí,1,0.029568%
tal,2,0.059137%
talento,18,0.532229%
tan,7,0.206978%
tarde,4,0.118273%
te,80,2.365464%
televisión,5,0.147842%
temblando,1,0.029568%
temor,1,0.029568%
temores,2,0.059137%
temprano,3,0.088705%
tendras,1,0.029568%
Tendrás,1,0.029568%
tener,2,0.059137%
tengo,2,0.059137%
tentación,1,0.029568%
tenía,1,0.029568%
terminar,1,0.029568%
testigo,1,0.029568%
ti,28,0.827913%
tiempo,2,0.059137%
tiene,46,1.360142%
tienes,1,0.029568%
tire,1,0.029568%
toca,3,0.088705%
toda,3,0.088705%
todo,7,0.206978%
tradicionales,2,0.059137%
trae,1,0.029568%
trago,1,0.029568%
tranquila,1,0.029568%
tras,1,0.029568%
trasero,6,0.177410%
trata,1,0.029568%
triste,1,0.029568%
tronco,9,0.266115%
tu,44,1.301005%
tus,8,0.236546%
tuviste,1,0.029568%
tú,10,0.295683%
Un,31,0.916617%
una,23,0.680071%
uno,4,0.118273%
unos,1,0.029568%
Usaba,1,0.029568%
va,10,0.295683%
vaina,1,0.029568%
valor,2,0.059137%
van,1,0.029568%
varón,3,0.088705%
vas,5,0.147842%
veces,2,0.059137%
vencer,1,0.029568%
vendras,1,0.029568%
ver,2,0.059137%
Verano,4,0.118273%
verme,1,0.029568%
verás,3,0.088705%
vez,6,0.177410%
vida,18,0.532229%
viejo,1,0.029568%
viejos,1,0.029568%
vienen,4,0.118273%
viento,2,0.059137%
vieron,1,0.029568%
vio,1,0.029568%
visitarlo,1,0.029568%
Vive,1,0.029568%
Vivir,18,0.532229%
vivirla,1,0.029568%
viviste,1,0.029568%
volver,1,0.029568%
voló,1,0.029568%
voraz,2,0.059137%
Voy,31,0.916617%
voz,2,0.059137%
vuelvas,2,0.059137%
Wow,1,0.029568%
Y,89,2.631579%
ya,20,0.591366%
yelo,1,0.029568%
yo,47,1.389710%
�Ay,1,0.029568%
�eso,3,0.088705%
�Mi,1,0.029568%
�vaya,1,0.029568%
�,1,0.029568%
él,2,0.059137%
última,1,0.029568%
único,1,0.029568%
Total de palabras unicas usadas: 690
Total de palabras (repetidas): 3382
Porcentaje de vocabulario distinto: 20.402128
