Palabra, veces usada, porcentaje
celo,1,0.047551%
cerca,4,0.190204%
cerradas,1,0.047551%
Chicho,1,0.047551%
chiquilín,1,0.047551%
chorro,1,0.047551%
chorros,1,0.047551%
cielo,14,0.665716%
cigarrillo,1,0.047551%
clavaste,1,0.047551%
Colchonero,1,0.047551%
color,1,0.047551%
como,25,1.188778%
compañero,1,0.047551%
comía,1,0.047551%
con,4,0.190204%
Conservo,1,0.047551%
consolarme,1,0.047551%
Contentos,1,0.047551%
contra,2,0.095102%
coqueta,1,0.047551%
corazón,4,0.190204%
cosa,1,0.047551%
cosas,2,0.095102%
cotorro,1,0.047551%
cree,1,0.047551%
creo,13,0.618165%
criaturas,1,0.047551%
cruel,1,0.047551%
cruz,1,0.047551%
cruzan,1,0.047551%
cualquiera,1,0.047551%
Cuando,3,0.142653%
Cuanta,1,0.047551%
cuchillo,1,0.047551%
cuentan,1,0.047551%
cuentos,1,0.047551%
cuerpo,1,0.047551%
cuiden,5,0.237756%
cura,2,0.095102%
Cuándo,1,0.047551%
Cuántos,1,0.047551%
Cómo,1,0.047551%
Da,1,0.047551%
dados,1,0.047551%
Dale,2,0.095102%
Dame,1,0.047551%
darte,1,0.047551%
De,62,2.948169%
decir,1,0.047551%
decirte,2,0.095102%
Decí,1,0.047551%
dejando,1,0.047551%
dejaste,1,0.047551%
dejó,1,0.047551%
del,16,0.760818%
dentro,1,0.047551%
derecho,1,0.047551%
Desde,1,0.047551%
desengaño,1,0.047551%
desengaños,1,0.047551%
despierta,1,0.047551%
despliegue,1,0.047551%
después,5,0.237756%
detuvo,1,0.047551%
dia,3,0.142653%
diablo,1,0.047551%
dicen,1,0.047551%
dicho,2,0.095102%
diga,2,0.095102%
diré,1,0.047551%
diste,2,0.095102%
doliera,1,0.047551%
dolor,1,0.047551%
domingo,1,0.047551%
Don,2,0.095102%
dos,2,0.095102%
dublé,1,0.047551%
Déjales,2,0.095102%
día,4,0.190204%
dónde,3,0.142653%
echo,1,0.047551%
Eh,3,0.142653%
El,44,2.092249%
ella,6,0.285307%
ellos,1,0.047551%
Empezando,1,0.047551%
En,31,1.474085%
encontrar,1,0.047551%
encuentro,1,0.047551%
entero,1,0.047551%
entierra,1,0.047551%
entra,1,0.047551%
entre,1,0.047551%
entregué,1,0.047551%
envidia,4,0.190204%
era,12,0.570613%
eras,1,0.047551%
es,28,1.331431%
esas,1,0.047551%
escalafón,1,0.047551%
escapar,1,0.047551%
escuela,1,0.047551%
ese,3,0.142653%
eso,1,0.047551%
espera,1,0.047551%
esperanza,1,0.047551%
espiritualidad,1,0.047551%
esta,4,0.190204%
estabas,1,0.047551%
estafador,1,0.047551%
estafáos,1,0.047551%
estan,1,0.047551%
estaré,2,0.095102%
Este,1,0.047551%
Esto,1,0.047551%
estoy,3,0.142653%
está,3,0.142653%
están,1,0.047551%
estás,4,0.190204%
existe,1,0.047551%
falta,1,0.047551%
fantasmas,1,0.047551%
fe,1,0.047551%
febril,1,0.047551%
fija,1,0.047551%
filosofía,1,0.047551%
fina,1,0.047551%
final,1,0.047551%
flaco,1,0.047551%
flor,1,0.047551%
frío,3,0.142653%
fue,5,0.237756%
fuego,1,0.047551%
fuera,4,0.190204%
fui,1,0.047551%
fuiste,1,0.047551%
generoso,1,0.047551%
gente,1,0.047551%
gil,1,0.047551%
gran,1,0.047551%
gravedad,1,0.047551%
gritar,1,0.047551%
gustas,1,0.047551%
guía,1,0.047551%
ha,10,0.475511%
habido,1,0.047551%
Hablan,1,0.047551%
hablen,3,0.142653%
hace,1,0.047551%
hacer,3,0.142653%
hacerle,1,0.047551%
hago,1,0.047551%
han,3,0.142653%
has,2,0.095102%
hasta,2,0.095102%
hay,5,0.237756%
He,5,0.237756%
hecho,1,0.047551%
herida,3,0.142653%
hermano,1,0.047551%
hermoso,1,0.047551%
hiere,1,0.047551%
Historias,1,0.047551%
hoguera,1,0.047551%
honrao,1,0.047551%
horas,1,0.047551%
horno,1,0.047551%
Hoy,6,0.285307%
hubieran,1,0.047551%
ido,1,0.047551%
Ignorante,1,0.047551%
igual,3,0.142653%
iguala,1,0.047551%
importa,4,0.190204%
impostura,1,0.047551%
inexplicable,1,0.047551%
infancia,1,0.047551%
inmorales,1,0.047551%
insistir,1,0.047551%
insolente,1,0.047551%
instante,1,0.047551%
intentarlo,1,0.047551%
irrespetuosa,1,0.047551%
irte,1,0.047551%
José,1,0.047551%
juego,1,0.047551%
jugar,1,0.047551%
junto,2,0.095102%
jurar,1,0.047551%
juré,1,0.047551%
justo,1,0.047551%
la,34,1.616738%
labios,1,0.047551%
labura,1,0.047551%
ladran,1,0.047551%
ladrón,1,0.047551%
lao,1,0.047551%
Las,8,0.380409%
le,2,0.095102%
lejos,4,0.190204%
ley,1,0.047551%
lisa,3,0.142653%
llanto,3,0.142653%
llega,1,0.047551%
llegado,1,0.047551%
llegar,2,0.095102%
Llevo,1,0.047551%
llora,1,0.047551%
llorar,1,0.047551%
lloré,1,0.047551%
lo,14,0.665716%
locuras,4,0.190204%
lodo,1,0.047551%
Los,14,0.665716%
luchar,1,0.047551%
madre,5,0.237756%
Madrileño,1,0.047551%
mal,2,0.095102%
maldá,1,0.047551%
Malena,7,0.332858%
mama,1,0.047551%
manos,1,0.047551%
manoseaos,1,0.047551%
Maquiávelos,1,0.047551%
Marcial,1,0.047551%
Martín,1,0.047551%
mata,1,0.047551%
matar,2,0.095102%
mañana,3,0.142653%
me,47,2.234903%
medio,1,0.047551%
mejor,6,0.285307%
melena,1,0.047551%
menos,1,0.047551%
merengue,1,0.047551%
mesas,1,0.047551%
metejón,1,0.047551%
mezcla,1,0.047551%
Mezclao,2,0.095102%
mi,12,0.570613%
miedo,4,0.190204%
mientras,1,0.047551%
Mignon,1,0.047551%
mil,4,0.190204%
milagro,9,0.427960%
milagrosa,1,0.047551%
mintiendo,1,0.047551%
miraba,1,0.047551%
mirar,1,0.047551%
Mirarme,2,0.095102%
miras,7,0.332858%
mis,3,0.142653%
mismo,5,0.237756%
mismos,1,0.047551%
mona,3,0.142653%
muchacho,1,0.047551%
mucho,6,0.285307%
mueran,4,0.190204%
muerto,1,0.047551%
mujer,1,0.047551%
mundo,1,0.047551%
muy,5,0.237756%
más,13,0.618165%
mí,4,0.190204%
mío,2,0.095102%
naciste,1,0.047551%
nací,1,0.047551%
nada,9,0.427960%
nadie,4,0.190204%
Napoleón,1,0.047551%
natal,1,0.047551%
negocios,3,0.142653%
neurótico,1,0.047551%
ni,3,0.142653%
niega,1,0.047551%
niegue,1,0.047551%
nieve,1,0.047551%
ninguna,1,0.047551%
no,32,1.521636%
noble,1,0.047551%
Noche,4,0.190204%
nombra,1,0.047551%
nombre,1,0.047551%
nomás,1,0.047551%
nos,3,0.142653%
nunca,5,0.237756%
o,6,0.285307%
ojos,10,0.475511%
olvida,4,0.190204%
olvidado,1,0.047551%
olvidarte,2,0.095102%
olvido,1,0.047551%
olvidés,1,0.047551%
olvidó,1,0.047551%
oro,1,0.047551%
oscuridad,1,0.047551%
oscuro,1,0.047551%
oscuros,1,0.047551%
otra,2,0.095102%
otro,3,0.142653%
otros,1,0.047551%
pa,6,0.285307%
palomas,1,0.047551%
Para,6,0.285307%
parece,2,0.095102%
pareció,1,0.047551%
partir,1,0.047551%
pasa,2,0.095102%
pasado,2,0.095102%
pasar,1,0.047551%
patadas,2,0.095102%
patético,1,0.047551%
pecho,1,0.047551%
peligrosos,1,0.047551%
pena,4,0.190204%
penas,1,0.047551%
pensar,1,0.047551%
pensé,1,0.047551%
percanta,1,0.047551%
perderme,2,0.095102%
perderte,8,0.380409%
perdone,1,0.047551%
perfuma,1,0.047551%
Pero,20,0.951022%
perrito,1,0.047551%
persiguen,1,0.047551%
Piensa,2,0.095102%
pienses,1,0.047551%
pingo,1,0.047551%
pintarte,1,0.047551%
planeando,1,0.047551%
pobre,1,0.047551%
poco,6,0.285307%
podido,1,0.047551%
poesía,1,0.047551%
polizón,1,0.047551%
pone,2,0.095102%
por,20,0.951022%
Porque,10,0.475511%
porquería,1,0.047551%
potrillo,1,0.047551%
preguntan,2,0.095102%
primer,1,0.047551%
problemático,1,0.047551%
profesor,1,0.047551%
prueba,2,0.095102%
puede,1,0.047551%
puerta,1,0.047551%
puertas,1,0.047551%
puñado,1,0.047551%
Que,112,5.325725%
quebrada,1,0.047551%
queda,1,0.047551%
quedé,3,0.142653%
queja,1,0.047551%
Quema,1,0.047551%
querer,1,0.047551%
quererte,1,0.047551%
quien,2,0.095102%
quiere,1,0.047551%
Quiero,16,0.760818%
quietud,2,0.095102%
quimera,1,0.047551%
quinientos,1,0.047551%
qué,9,0.427960%
raya,1,0.047551%
razón,2,0.095102%
realidad,1,0.047551%
recuerdan,1,0.047551%
recuerdo,1,0.047551%
reemplaza,1,0.047551%
regresar,1,0.047551%
religión,2,0.095102%
remache,1,0.047551%
rencor,1,0.047551%
renuncio,3,0.142653%
respeto,1,0.047551%
resulta,1,0.047551%
revolcaos,1,0.047551%
revés,1,0.047551%
rey,1,0.047551%
reñido,1,0.047551%
risueña,1,0.047551%
roba,2,0.095102%
romance,1,0.047551%
romántico,1,0.047551%
rosal,1,0.047551%
rumor,1,0.047551%
sabe,1,0.047551%
sabes,2,0.095102%
sabihondos,1,0.047551%
sabio,1,0.047551%
sable,1,0.047551%
sabés,1,0.047551%
sacaste,1,0.047551%
sal,1,0.047551%
sale,1,0.047551%
salir,3,0.142653%
San,1,0.047551%
sangre,1,0.047551%
satírico,1,0.047551%
se,15,0.713267%
sea,1,0.047551%
sed,1,0.047551%
seguro,1,0.047551%
seis,1,0.047551%
sencillo,1,0.047551%
sentate,1,0.047551%
sentirte,1,0.047551%
ser,2,0.095102%
sera,1,0.047551%
será,4,0.190204%
señor,1,0.047551%
Si,24,1.141227%
sicótico,1,0.047551%
siempre,8,0.380409%
sienten,1,0.047551%
siento,2,0.095102%
siglo,2,0.095102%
Sigue,2,0.095102%
silencio,1,0.047551%
sin,9,0.427960%
siquiera,1,0.047551%
sobre,2,0.095102%
sol,1,0.047551%
solo,5,0.237756%
solos,1,0.047551%
sombra,2,0.095102%
Somos,1,0.047551%
son,3,0.142653%
sonriendo,1,0.047551%
sonrisa,3,0.142653%
sos,1,0.047551%
Stavisky,1,0.047551%
su,7,0.332858%
suburbio,1,0.047551%
sucios,3,0.142653%
sueños,1,0.047551%
suicidas,1,0.047551%
supieras,3,0.142653%
sé,26,1.236329%
sí,1,0.047551%
sólo,1,0.047551%
Tal,4,0.190204%
también,2,0.095102%
tampoco,1,0.047551%
tan,1,0.047551%
tango,4,0.190204%
tangos,2,0.095102%
tarde,1,0.047551%
te,19,0.903471%
teje,1,0.047551%
telarañas,1,0.047551%
tendrán,1,0.047551%
tenerte,2,0.095102%
tengo,4,0.190204%
tenido,6,0.285307%
ti,14,0.665716%
tiempo,1,0.047551%
tiene,4,0.190204%
tienen,1,0.047551%
timba,2,0.095102%
to,1,0.047551%
tocarte,1,0.047551%
toda,1,0.047551%
todas,6,0.285307%
todavía,1,0.047551%
Todo,4,0.190204%
todos,1,0.047551%
Tomo,1,0.047551%
tono,1,0.047551%
traidor,1,0.047551%
triste,1,0.047551%
tristeza,4,0.190204%
trés,1,0.047551%
tu,22,1.046125%
tus,12,0.570613%
tuve,1,0.047551%
tú,17,0.808369%
umbral,1,0.047551%
un,39,1.854494%
una,24,1.141227%
uno,1,0.047551%
va,3,0.142653%
vacunada,3,0.142653%
valores,1,0.047551%
vamo,1,0.047551%
van,1,0.047551%
Ve,1,0.047551%
veces,3,0.142653%
veinte,2,0.095102%
venas,1,0.047551%
veneno,1,0.047551%
ventana,1,0.047551%
veo,1,0.047551%
ver,1,0.047551%
verme,1,0.047551%
verso,1,0.047551%
Verte,2,0.095102%
ves,1,0.047551%
vez,9,0.427960%
vida,5,0.237756%
vidriera,1,0.047551%
vidrio,1,0.047551%
vieja,3,0.142653%
vienen,1,0.047551%
Virgen,1,0.047551%
visitarme,1,0.047551%
vive,2,0.095102%
vives,2,0.095102%
viviendo,1,0.047551%
Vivimos,1,0.047551%
vivir,3,0.142653%
vivo,2,0.095102%
volverás,1,0.047551%
Volviendo,1,0.047551%
vos,2,0.095102%
voy,9,0.427960%
voz,5,0.237756%
vuelto,2,0.095102%
vuelvo,2,0.095102%
y,60,2.853067%
ya,14,0.665716%
Yo,31,1.474085%
yuyal,1,0.047551%
yuyo,1,0.047551%
�Cualquiera,1,0.047551%
�El,1,0.047551%
�Qué,4,0.190204%
ñata,1,0.047551%
última,3,0.142653%
último,2,0.095102%
único,8,0.380409%
Total de palabras unicas usadas: 634
Total de palabras (repetidas): 2103
Porcentaje de vocabulario distinto: 30.147409
