Palabra, veces usada, porcentaje
corto,1,0.017828%
cosas,10,0.178285%
coste,3,0.053485%
cotorreo,1,0.017828%
Cover,1,0.017828%
crean,1,0.017828%
creas,1,0.017828%
crecer,1,0.017828%
creciendo,1,0.017828%
creer,1,0.017828%
creo,3,0.053485%
creído,1,0.017828%
criado,1,0.017828%
criminal,1,0.017828%
Cristo,2,0.035657%
Cristóbal,1,0.017828%
criterio,1,0.017828%
crowns,1,0.017828%
crucifijos,1,0.017828%
cruza,1,0.017828%
cual,2,0.035657%
cuando,15,0.267427%
Cuantas,5,0.089142%
cuanto,1,0.017828%
cuartito,5,0.089142%
cuarto,2,0.035657%
cuatro,1,0.017828%
cuenta,4,0.071314%
cuente,1,0.017828%
cuento,1,0.017828%
cuerpo,4,0.071314%
Cuerpos,1,0.017828%
cueste,6,0.106971%
cuida,1,0.017828%
cuiden,1,0.017828%
culero,5,0.089142%
culo,1,0.017828%
culpa,3,0.053485%
Cultura,1,0.017828%
cumplir,1,0.017828%
cup,1,0.017828%
cuál,1,0.017828%
Cuántas,1,0.017828%
células,1,0.017828%
César,1,0.017828%
cínica,1,0.017828%
círculos,1,0.017828%
Cómo,10,0.178285%
da,4,0.071314%
dada,1,0.017828%
daddy,1,0.017828%
dado,1,0.017828%
daga,1,0.017828%
Dalai,2,0.035657%
Dallas,1,0.017828%
dam,4,0.071314%
damas,1,0.017828%
Dame,11,0.196113%
Damme,1,0.017828%
dan,1,0.017828%
dap,2,0.035657%
darle,1,0.017828%
darme,1,0.017828%
data,1,0.017828%
daños,1,0.017828%
de,124,2.210733%
deal,2,0.035657%
debe,1,0.017828%
deber,1,0.017828%
deberías,1,0.017828%
Debo,2,0.035657%
decidida,1,0.017828%
decidiría,1,0.017828%
decir,1,0.017828%
decisión,1,0.017828%
deformados,1,0.017828%
deja,2,0.035657%
dejarlo,1,0.017828%
dejarnos,1,0.017828%
dejaré,1,0.017828%
dejaste,1,0.017828%
deje,1,0.017828%
Dejo,2,0.035657%
del,11,0.196113%
demasiadas,1,0.017828%
demasiados,1,0.017828%
demás,1,0.017828%
dentro,1,0.017828%
desahogar,1,0.017828%
desaparece,1,0.017828%
descargo,1,0.017828%
descuenta,1,0.017828%
desde,8,0.142628%
desertar,1,0.017828%
desnuda,1,0.017828%
despertar,2,0.035657%
desperté,1,0.017828%
después,4,0.071314%
destino,1,0.017828%
desviste,1,0.017828%
desvisto,1,0.017828%
detenga,1,0.017828%
Detente,1,0.017828%
detrás,1,0.017828%
deudas,1,0.017828%
di,2,0.035657%
diablo,3,0.053485%
diabólicas,1,0.017828%
diamante,1,0.017828%
dibujas,1,0.017828%
dice,3,0.053485%
Dicen,3,0.053485%
dicho,3,0.053485%
diciéndome,1,0.017828%
dicotomía,1,0.017828%
Diente,2,0.035657%
dientes,1,0.017828%
diez,1,0.017828%
difunta,1,0.017828%
difuntos,1,0.017828%
difícil,1,0.017828%
digas,2,0.035657%
Digo,2,0.035657%
dije,2,0.035657%
dijeron,1,0.017828%
dijo,3,0.053485%
dime,3,0.053485%
dinero,1,0.017828%
dio,1,0.017828%
Dios,4,0.071314%
Diosito,1,0.017828%
disco,1,0.017828%
disfruta,1,0.017828%
disparar,3,0.053485%
distinto,2,0.035657%
Distrae,1,0.017828%
dolo,1,0.017828%
Domino,1,0.017828%
Don,2,0.035657%
Donda,1,0.017828%
Donde,9,0.160456%
dos,2,0.035657%
double,1,0.017828%
doy,1,0.017828%
dracula,1,0.017828%
dramas,1,0.017828%
droga,1,0.017828%
Dudar,1,0.017828%
dudas,3,0.053485%
dudo,1,0.017828%
duerme,1,0.017828%
Duermo,1,0.017828%
Duko,1,0.017828%
dum,2,0.035657%
durante,1,0.017828%
día,4,0.071314%
Dólares,1,0.017828%
dónde,1,0.017828%
e,1,0.017828%
echando,3,0.053485%
echó,1,0.017828%
edificio,1,0.017828%
efe,1,0.017828%
Eh,1,0.017828%
El,99,1.765021%
elijo,1,0.017828%
Ella,7,0.124799%
empacho,1,0.017828%
empecé,1,0.017828%
empezaba,1,0.017828%
empresa,1,0.017828%
en,106,1.889820%
encabrona,1,0.017828%
encanta,3,0.053485%
encontraba,1,0.017828%
encuentras,5,0.089142%
enemigo,1,0.017828%
enferme,1,0.017828%
enfrente,1,0.017828%
engaña,1,0.017828%
engañas,1,0.017828%
enojo,1,0.017828%
ensayamos,1,0.017828%
entendiendo,1,0.017828%
entendía,1,0.017828%
enterado,1,0.017828%
entiende,1,0.017828%
entiendes,2,0.035657%
entra,1,0.017828%
entraron,1,0.017828%
entre,5,0.089142%
entristezco,1,0.017828%
Entro,1,0.017828%
equipo,1,0.017828%
era,3,0.053485%
eran,2,0.035657%
eres,9,0.160456%
erro,1,0.017828%
Es,48,0.855768%
esa,5,0.089142%
Escala,1,0.017828%
escampa,1,0.017828%
escondidas,1,0.017828%
escribo,2,0.035657%
Escribí,1,0.017828%
escrito,1,0.017828%
escuchan,1,0.017828%
escuches,1,0.017828%
escucho,4,0.071314%
escuché,1,0.017828%
escupe,1,0.017828%
ese,7,0.124799%
esfuerzo,1,0.017828%
eso,8,0.142628%
esos,2,0.035657%
España,2,0.035657%
especial,1,0.017828%
espera,3,0.053485%
esperaban,1,0.017828%
esperan,1,0.017828%
esperarlo,1,0.017828%
espero,2,0.035657%
esta,11,0.196113%
estaba,3,0.053485%
estaban,2,0.035657%
Estado,1,0.017828%
estallo,1,0.017828%
estando,1,0.017828%
estar,9,0.160456%
estas,3,0.053485%
este,19,0.338741%
esto,4,0.071314%
estos,1,0.017828%
estoy,12,0.213942%
estrado,1,0.017828%
estudio,2,0.035657%
estuvieran,1,0.017828%
está,5,0.089142%
Estábamo,1,0.017828%
están,2,0.035657%
estés,1,0.017828%
eternidad,1,0.017828%
evacuar,1,0.017828%
exacto,2,0.035657%
exagero,1,0.017828%
excelente,1,0.017828%
excuso,4,0.071314%
existe,2,0.035657%
Existía,1,0.017828%
explicar,2,0.035657%
explico,4,0.071314%
explorar,4,0.071314%
extingo,1,0.017828%
extranjero,1,0.017828%
extrañar,1,0.017828%
extraño,2,0.035657%
Ey,2,0.035657%
eyaculado,1,0.017828%
factor,1,0.017828%
fajada,1,0.017828%
falta,2,0.035657%
Fam,1,0.017828%
fans,1,0.017828%
fata,1,0.017828%
favor,2,0.035657%
fe,1,0.017828%
feel,1,0.017828%
feliz,1,0.017828%
Ferrari,1,0.017828%
fiesta,5,0.089142%
fijo,2,0.035657%
fin,2,0.035657%
final,1,0.017828%
flaca,1,0.017828%
flexin,1,0.017828%
flor,1,0.017828%
Florentino,1,0.017828%
flotar,1,0.017828%
Fntxy,1,0.017828%
fogatas,1,0.017828%
fondo,1,0.017828%
for,1,0.017828%
Foreign,1,0.017828%
Forjaron,1,0.017828%
forma,1,0.017828%
fornicar,1,0.017828%
fotos,1,0.017828%
fracaso,1,0.017828%
frente,2,0.035657%
fresca,3,0.053485%
fresco,1,0.017828%
friendly,1,0.017828%
frontear,1,0.017828%
frustren,3,0.053485%
frutsi,1,0.017828%
frío,4,0.071314%
fuck,3,0.053485%
fue,14,0.249599%
fuego,3,0.053485%
fuera,5,0.089142%
fueron,8,0.142628%
fuerte,1,0.017828%
fui,4,0.071314%
fumando,1,0.017828%
fumar,2,0.035657%
fumo,3,0.053485%
funda,1,0.017828%
funeral,1,0.017828%
funk,1,0.017828%
funky,3,0.053485%
futuro,1,0.017828%
gallo,3,0.053485%
gana,1,0.017828%
ganar,1,0.017828%
ganas,2,0.035657%
Gandhi,1,0.017828%
gang,1,0.017828%
gangstas,1,0.017828%
Gano,2,0.035657%
gasta,1,0.017828%
gasto,2,0.035657%
gasté,1,0.017828%
Gastón,1,0.017828%
gatos,5,0.089142%
gente,3,0.053485%
get,1,0.017828%
Ginóbili,1,0.017828%
Givenchy,1,0.017828%
gobernar,1,0.017828%
golpeaban,1,0.017828%
golpeado,1,0.017828%
got,2,0.035657%
Gracias,1,0.017828%
gramo,1,0.017828%
gran,3,0.053485%
grande,2,0.035657%
granos,1,0.017828%
grave,2,0.035657%
gringos,1,0.017828%
grita,3,0.053485%
gritando,1,0.017828%
grito,1,0.017828%
grosero,1,0.017828%
grupo,1,0.017828%
guarda,1,0.017828%
Guccis,1,0.017828%
Guevara,1,0.017828%
gusta,12,0.213942%
gustas,10,0.178285%
gusto,1,0.017828%
guía,1,0.017828%
ha,4,0.071314%
haber,1,0.017828%
habla,1,0.017828%
hablando,2,0.035657%
hablar,5,0.089142%
habrán,2,0.035657%
había,4,0.071314%
Hace,11,0.196113%
hacer,5,0.089142%
haces,1,0.017828%
hacia,3,0.053485%
Haciendo,1,0.017828%
hago,2,0.035657%
halaron,1,0.017828%
hallar,1,0.017828%
hampa,1,0.017828%
Han,2,0.035657%
Harto,2,0.035657%
haría,1,0.017828%
harían,1,0.017828%
has,8,0.142628%
hash,1,0.017828%
hasta,7,0.124799%
hater,1,0.017828%
hay,12,0.213942%
hayas,1,0.017828%
he,12,0.213942%
heces,1,0.017828%
hecho,2,0.035657%
Helada,1,0.017828%
hermanas,1,0.017828%
hermano,2,0.035657%
Hey,2,0.035657%
hice,2,0.035657%
hiciste,1,0.017828%
hielo,1,0.017828%
high,1,0.017828%
hijo,1,0.017828%
hills,1,0.017828%
hippie,1,0.017828%
historia,1,0.017828%
homegrown,1,0.017828%
homenaje,1,0.017828%
homie,1,0.017828%
homo,1,0.017828%
hood,1,0.017828%
hora,2,0.035657%
horas,3,0.053485%
hotel,1,0.017828%
house,1,0.017828%
hoy,7,0.124799%
huelido,1,0.017828%
huevo,1,0.017828%
huevos,1,0.017828%
huir,1,0.017828%
humanos,1,0.017828%
Humo,3,0.053485%
hunde,2,0.035657%
i,1,0.017828%
idiomas,1,0.017828%
ido,1,0.017828%
iglesia,1,0.017828%
ignorar,4,0.071314%
ignorarte,1,0.017828%
Igual,9,0.160456%
II,1,0.017828%
imitador,1,0.017828%
implora,1,0.017828%
importa,1,0.017828%
importan,2,0.035657%
imposible,1,0.017828%
improvisación,1,0.017828%
incluso,7,0.124799%
indios,1,0.017828%
infierno,3,0.053485%
Inglaterra,1,0.017828%
insisto,2,0.035657%
Insolvente,1,0.017828%
Instinto,1,0.017828%
insultos,1,0.017828%
inteligente,1,0.017828%
intenta,1,0.017828%
Intentan,1,0.017828%
intentaron,4,0.071314%
invisible,1,0.017828%
invitar,2,0.035657%
ir,2,0.035657%
irme,1,0.017828%
irradie,3,0.053485%
Irónica,2,0.035657%
Isabel,1,0.017828%
it,1,0.017828%
Italia,1,0.017828%
italiano,2,0.035657%
ja,1,0.017828%
jacks,1,0.017828%
jale,1,0.017828%
jeans,1,0.017828%
jefe,2,0.035657%
jefes,1,0.017828%
joda,1,0.017828%
jodido,3,0.053485%
Jodiendo,1,0.017828%
John,1,0.017828%
Jordan,1,0.017828%
Joseph,2,0.035657%
José,2,0.035657%
Juan,1,0.017828%
Juanas,1,0.017828%
juegues,1,0.017828%
jugar,1,0.017828%
junkie,3,0.053485%
juntes,1,0.017828%
juntos,1,0.017828%
jurado,1,0.017828%
juré,1,0.017828%
justo,2,0.035657%
Kanye,1,0.017828%
karma,1,0.017828%
Keep,1,0.017828%
Kennedy,1,0.017828%
kilo,1,0.017828%
King,1,0.017828%
kings,1,0.017828%
Kong,1,0.017828%
la,98,1.747192%
laberinto,1,0.017828%
labia,1,0.017828%
lado,4,0.071314%
ladrillos,1,0.017828%
ladrón,1,0.017828%
Lamas,1,0.017828%
Lambos,1,0.017828%
las,35,0.623997%
latas,1,0.017828%
le,15,0.267427%
LeBron,1,0.017828%
legal,1,0.017828%
lejano,1,0.017828%
lejos,1,0.017828%
Lenin,1,0.017828%
Leve,6,0.106971%
leyenda,1,0.017828%
liga,2,0.035657%
like,4,0.071314%
linda,1,0.017828%
listo,1,0.017828%
literalmente,1,0.017828%
llama,1,0.017828%
llamas,1,0.017828%
Llegando,1,0.017828%
llegaron,3,0.053485%
llego,3,0.053485%
Llegué,1,0.017828%
llegó,1,0.017828%
llena,1,0.017828%
llenos,1,0.017828%
llevamo,1,0.017828%
llevar,1,0.017828%
llevo,2,0.035657%
llevó,1,0.017828%
lloran,1,0.017828%
llorar,2,0.035657%
Lloro,2,0.035657%
llueve,5,0.089142%
Llévame,1,0.017828%
lo,96,1.711535%
loca,1,0.017828%
Loco,1,0.017828%
locos,3,0.053485%
locura,1,0.017828%
lodo,1,0.017828%
logramo,1,0.017828%
loquera,1,0.017828%
los,70,1.247994%
lucían,1,0.017828%
luego,10,0.178285%
lugar,1,0.017828%
Luna,1,0.017828%
lunes,1,0.017828%
luz,2,0.035657%
MacGregor,1,0.017828%
madera,1,0.017828%
Mafalda,1,0.017828%
magnífico,1,0.017828%
mago,1,0.017828%
Mahoma,1,0.017828%
majestuosa,1,0.017828%
Makonnen,1,0.017828%
mal,1,0.017828%
Mala,2,0.035657%
malandros,1,0.017828%
malas,2,0.035657%
maldecirme,1,0.017828%
maldigo,1,0.017828%
maldito,2,0.035657%
malo,1,0.017828%
malos,2,0.035657%
malvados,1,0.017828%
malvibra,1,0.017828%
mamis,1,0.017828%
mamá,3,0.053485%
mande,1,0.017828%
Mando,1,0.017828%
manera,5,0.089142%
maniquí,1,0.017828%
manta,1,0.017828%
Mantengo,1,0.017828%
Mao,1,0.017828%
marca,2,0.035657%
marcadas,1,0.017828%
marcando,1,0.017828%
Marcaron,1,0.017828%
marcas,1,0.017828%
marcha,1,0.017828%
marchado,1,0.017828%
marea,1,0.017828%
marihuana,1,0.017828%
Martín,1,0.017828%
mas,1,0.017828%
masacra,1,0.017828%
matarlos,1,0.017828%
mataron,1,0.017828%
mataré,1,0.017828%
mató,1,0.017828%
maña,1,0.017828%
mañana,1,0.017828%
mañanas,1,0.017828%
me,225,4.011410%
medio,5,0.089142%
mediocre,1,0.017828%
mejor,11,0.196113%
Melvin,1,0.017828%
memoria,1,0.017828%
Mendes,42,0.748797%
menos,1,0.017828%
mensaje,2,0.035657%
mente,2,0.035657%
mentido,2,0.035657%
mentira,1,0.017828%
merca,1,0.017828%
meses,2,0.035657%
Messi,1,0.017828%
metas,1,0.017828%
metimos,1,0.017828%
metió,1,0.017828%
mi,62,1.105366%
Miami,1,0.017828%
miedos,2,0.035657%
mientes,1,0.017828%
Mientras,4,0.071314%
mierda,1,0.017828%
mil,3,0.053485%
mirar,2,0.035657%
mires,1,0.017828%
miro,2,0.035657%
miré,1,0.017828%
mis,5,0.089142%
misma,1,0.017828%
mismo,1,0.017828%
miénteme,3,0.053485%
moco,1,0.017828%
modelo,1,0.017828%
moderna,1,0.017828%
modernos,1,0.017828%
Modo,1,0.017828%
modos,1,0.017828%
molesto,1,0.017828%
momento,6,0.106971%
momentos,1,0.017828%
Moncler,1,0.017828%
monster,3,0.053485%
Montañas,1,0.017828%
montes,1,0.017828%
montón,1,0.017828%
mood,2,0.035657%
moral,1,0.017828%
morderme,1,0.017828%
morir,1,0.017828%
morras,2,0.035657%
morro,1,0.017828%
motivo,1,0.017828%
moto,2,0.035657%
muchas,1,0.017828%
mucho,15,0.267427%
muchos,4,0.071314%
muerdo,3,0.053485%
muerte,4,0.071314%
muerto,2,0.035657%
muestra,3,0.053485%
mueve,1,0.017828%
muevo,1,0.017828%
mujeres,1,0.017828%
mujeriego,2,0.035657%
mundial,1,0.017828%
mundo,7,0.124799%
murales,1,0.017828%
muriendo,1,0.017828%
muy,4,0.071314%
my,1,0.017828%
más,47,0.837939%
métela,1,0.017828%
mí,4,0.071314%
mío,4,0.071314%
míos,4,0.071314%
Mírame,25,0.445712%
múltiples,1,0.017828%
música,3,0.053485%
músicos,1,0.017828%
na,1,0.017828%
nacido,2,0.035657%
nació,1,0.017828%
nada,26,0.463541%
nadie,11,0.196113%
nalgas,4,0.071314%
Napoleón,1,0.017828%
narco,2,0.035657%
nave,1,0.017828%
necesario,1,0.017828%
necesitamos,1,0.017828%
necesite,2,0.035657%
Need,1,0.017828%
negras,1,0.017828%
negro,1,0.017828%
nena,1,0.017828%
neta,4,0.071314%
neumático,1,0.017828%
ngeles,1,0.017828%
Ni,13,0.231770%
Nintendo,1,0.017828%
Niro,1,0.017828%
niñas,1,0.017828%
niño,1,0.017828%
no,134,2.389018%
noche,3,0.053485%
noches,3,0.053485%
nomas,1,0.017828%
nombran,1,0.017828%
nombre,2,0.035657%
nomás,5,0.089142%
Nos,10,0.178285%
Nosotros,2,0.035657%
noté,1,0.017828%
novio,1,0.017828%
nueve,5,0.089142%
nuevo,4,0.071314%
Nunca,17,0.303084%
o,11,0.196113%
Obama,1,0.017828%
Oblina,1,0.017828%
obsesión,1,0.017828%
Obviamente,1,0.017828%
odio,3,0.053485%
oeste,3,0.053485%
ofendí,1,0.017828%
Oh,2,0.035657%
oigo,1,0.017828%
ojeras,3,0.053485%
ojo,3,0.053485%
ojos,30,0.534855%
olor,5,0.089142%
olvidar,5,0.089142%
olvidas,1,0.017828%
on,1,0.017828%
Oooh,1,0.017828%
opción,1,0.017828%
organizas,1,0.017828%
Orgulloso,1,0.017828%
os,1,0.017828%
otra,8,0.142628%
otras,1,0.017828%
Otro,2,0.035657%
Otros,2,0.035657%
oye,1,0.017828%
pa,26,0.463541%
Pablo,1,0.017828%
pacaum,7,0.124799%
pacífico,1,0.017828%
padre,2,0.035657%
pagar,2,0.035657%
pago,1,0.017828%
paja,1,0.017828%
palabras,2,0.035657%
palo,1,0.017828%
pantalon,1,0.017828%
pantalón,1,0.017828%
Papita,1,0.017828%
par,2,0.035657%
Para,17,0.303084%
parado,1,0.017828%
parar,1,0.017828%
Parece,2,0.035657%
pared,1,0.017828%
parezcan,1,0.017828%
parezco,1,0.017828%
parques,1,0.017828%
party,1,0.017828%
pasa,8,0.142628%
pasado,3,0.053485%
Pasamos,1,0.017828%
pasear,1,0.017828%
pasión,1,0.017828%
Paso,1,0.017828%
pasta,1,0.017828%
pastel,1,0.017828%
pasto,2,0.035657%
pasó,2,0.035657%
patada,1,0.017828%
patas,1,0.017828%
patio,1,0.017828%
patrones,1,0.017828%
patrón,1,0.017828%
payaso,1,0.017828%
paz,3,0.053485%
peculiar,1,0.017828%
pedazo,2,0.035657%
pedazos,1,0.017828%
pedir,1,0.017828%
pedo,4,0.071314%
pedí,1,0.017828%
peles,1,0.017828%
Pelo,1,0.017828%
pensamientos,1,0.017828%
pensar,2,0.035657%
pensé,3,0.053485%
peor,1,0.017828%
pequeño,1,0.017828%
percaté,1,0.017828%
Perder,1,0.017828%
perderse,1,0.017828%
perderte,1,0.017828%
perdiste,1,0.017828%
Perdona,1,0.017828%
Perdí,3,0.053485%
perdón,1,0.017828%
perfecto,1,0.017828%
perfume,1,0.017828%
Pero,35,0.623997%
perra,1,0.017828%
perras,1,0.017828%
persona,3,0.053485%
Personas,1,0.017828%
pesas,1,0.017828%
peso,1,0.017828%
pesos,1,0.017828%
Pessima,2,0.035657%
peste,3,0.053485%
Phil,1,0.017828%
picá,1,0.017828%
pido,3,0.053485%
piedra,1,0.017828%
pienso,3,0.053485%
Pierde,1,0.017828%
pierdes,1,0.017828%
pies,3,0.053485%
pijamadas,1,0.017828%
Pikachu,1,0.017828%
pinche,2,0.035657%
pinto,1,0.017828%
Pintor,1,0.017828%
pisas,1,0.017828%
piso,1,0.017828%
pistola,1,0.017828%
piñatas,1,0.017828%
planearon,3,0.053485%
plata,2,0.035657%
plática,1,0.017828%
Pobre,2,0.035657%
poco,3,0.053485%
pocos,1,0.017828%
poder,2,0.035657%
podía,1,0.017828%
Poloster,1,0.017828%
polvo,1,0.017828%
ponchado,1,0.017828%
pone,3,0.053485%
poner,1,0.017828%
pongo,2,0.035657%
ponte,1,0.017828%
ponérsela,1,0.017828%
por,55,0.980567%
porque,22,0.392227%
Porsches,1,0.017828%
portería,1,0.017828%
post,1,0.017828%
pradera,5,0.089142%
prefiero,2,0.035657%
preguntaron,3,0.053485%
preguntes,1,0.017828%
pregunté,1,0.017828%
presente,1,0.017828%
presión,1,0.017828%
presta,1,0.017828%
prestada,1,0.017828%
Presuntos,1,0.017828%
preventa,1,0.017828%
