Palabra, veces usada, porcentaje
colgar,1,0.061013%
como,4,0.244051%
complacernos,1,0.061013%
con,14,0.854179%
condena,1,0.061013%
congreso,1,0.061013%
contaron,1,0.061013%
Contemplarnos,1,0.061013%
contenernos,1,0.061013%
continuar,1,0.061013%
contra,1,0.061013%
convencida,1,0.061013%
Coraje,7,0.427090%
corazón,2,0.122026%
corcuera,1,0.061013%
corre,2,0.122026%
cosas,1,0.061013%
Cotiza,1,0.061013%
cual,1,0.061013%
cualquiera,2,0.122026%
cuando,6,0.366077%
cuarenta,6,0.366077%
curro,1,0.061013%
da,4,0.244051%
Dando,1,0.061013%
de,56,3.416718%
deberás,3,0.183038%
debería,1,0.061013%
decidir,1,0.061013%
Decora,1,0.061013%
dejar,3,0.183038%
del,16,0.976205%
demás,1,0.061013%
dentro,2,0.122026%
Desde,1,0.061013%
desearte,1,0.061013%
despiértate,6,0.366077%
deteniendo,1,0.061013%
dibujar,1,0.061013%
Dicen,2,0.122026%
digo,2,0.122026%
dinero,3,0.183038%
Dios,1,0.061013%
diputado,2,0.122026%
divorció,1,0.061013%
dolor,1,0.061013%
dormir,1,0.061013%
dos,4,0.244051%
dudas,1,0.061013%
dulce,3,0.183038%
día,9,0.549115%
días,1,0.061013%
el,61,3.721781%
elegiste,1,0.061013%
elemento,1,0.061013%
Eligiendo,1,0.061013%
ellos,1,0.061013%
emanó,2,0.122026%
embargo,1,0.061013%
emoción,9,0.549115%
empezar,3,0.183038%
En,35,2.135448%
engordado,1,0.061013%
entregados,1,0.061013%
era,7,0.427090%
Eras,4,0.244051%
eres,4,0.244051%
es,10,0.610128%
esa,2,0.122026%
escalera,3,0.183038%
escaño,1,0.061013%
escondía,1,0.061013%
ese,4,0.244051%
eso,1,0.061013%
esta,1,0.061013%
estabamos,1,0.061013%
estaré,1,0.061013%
estas,1,0.061013%
Este,4,0.244051%
esto,1,0.061013%
estoy,5,0.305064%
estrenado,1,0.061013%
estás,4,0.244051%
eternizándonos,1,0.061013%
eternos,1,0.061013%
evadiendo,1,0.061013%
existiera,1,0.061013%
extremo,1,0.061013%
factores,2,0.122026%
falda,1,0.061013%
falta,1,0.061013%
fantasma,1,0.061013%
fe,1,0.061013%
feliz,1,0.061013%
fieras,1,0.061013%
fin,3,0.183038%
finas,1,0.061013%
Firmado,1,0.061013%
flaco,3,0.183038%
flores,1,0.061013%
frases,2,0.122026%
frío,4,0.244051%
fue,5,0.305064%
fuego,2,0.122026%
full,1,0.061013%
futuro,1,0.061013%
gana,2,0.122026%
gasolina,4,0.244051%
gasolineras,1,0.061013%
genio,1,0.061013%
Gente,2,0.122026%
ginebra,2,0.122026%
gitana,1,0.061013%
gobierno,1,0.061013%
gota,1,0.061013%
gozado,1,0.061013%
grande,1,0.061013%
guapa,1,0.061013%
guitarra,1,0.061013%
gustó,2,0.122026%
ha,18,1.098231%
habana,1,0.061013%
habanera,1,0.061013%
haber,1,0.061013%
hable,1,0.061013%
había,1,0.061013%
hacer,2,0.122026%
hacernos,3,0.183038%
hasta,5,0.305064%
he,1,0.061013%
hechizo,2,0.122026%
herida,1,0.061013%
hermosura,1,0.061013%
hiciste,2,0.122026%
hiriéndome,1,0.061013%
historia,1,0.061013%
hizo,2,0.122026%
Hobo,1,0.061013%
hombre,4,0.244051%
hombres,1,0.061013%
Horas,2,0.122026%
horteras,1,0.061013%
hoy,2,0.122026%
Hubo,2,0.122026%
Huelo,4,0.244051%
huesos,1,0.061013%
Huyendo,1,0.061013%
Huyó,1,0.061013%
héroe,1,0.061013%
iba,1,0.061013%
ido,12,0.732154%
igual,11,0.671141%
ilesos,3,0.183038%
ilusión,1,0.061013%
imagen,1,0.061013%
imagine,1,0.061013%
importante,1,0.061013%
impulso,3,0.183038%
imán,1,0.061013%
incendiadas,2,0.122026%
incordiar,1,0.061013%
inflamable,4,0.244051%
inmortalizarte,1,0.061013%
inteligente,1,0.061013%
inteligentemente,1,0.061013%
inundado,1,0.061013%
inventar,1,0.061013%
ironía,1,0.061013%
jaguar,1,0.061013%
jamás,1,0.061013%
juego,1,0.061013%
jugador,1,0.061013%
Jugo,4,0.244051%
La,44,2.684564%
labios,1,0.061013%
larga,1,0.061013%
las,17,1.037218%
le,2,0.122026%
lejos,2,0.122026%
ley,1,0.061013%
libre,7,0.427090%
Listo,1,0.061013%
llamas,1,0.061013%
llamó,1,0.061013%
Llegó,1,0.061013%
llevo,1,0.061013%
lloren,1,0.061013%
lluvia,1,0.061013%
Lo,20,1.220256%
loco,4,0.244051%
los,8,0.488102%
luz,1,0.061013%
maciza,1,0.061013%
mal,4,0.244051%
maldita,1,0.061013%
maldito,1,0.061013%
mambo,1,0.061013%
manera,1,0.061013%
marido,1,0.061013%
Matarile,1,0.061013%
mañana,1,0.061013%
me,14,0.854179%
mejor,4,0.244051%
memoria,1,0.061013%
menos,3,0.183038%
merengue,1,0.061013%
mi,14,0.854179%
miembro,2,0.122026%
miras,1,0.061013%
mis,3,0.183038%
misma,1,0.061013%
mismo,4,0.244051%
misterio,1,0.061013%
mojó,1,0.061013%
momentos,1,0.061013%
mortal,1,0.061013%
motivo,1,0.061013%
mover,1,0.061013%
moño,1,0.061013%
muchas,1,0.061013%
muera,1,0.061013%
mujer,2,0.122026%
mujeres,1,0.061013%
mundo,4,0.244051%
más,11,0.671141%
mí,4,0.244051%
mía,1,0.061013%
Mírame,1,0.061013%
nada,3,0.183038%
necesita,1,0.061013%
nena,11,0.671141%
Ni,4,0.244051%
ninguno,1,0.061013%
no,14,0.854179%
noche,1,0.061013%
nos,2,0.122026%
notas,1,0.061013%
nuevas,2,0.122026%
nunca,2,0.122026%
O,11,0.671141%
Oh,1,0.061013%
operados,1,0.061013%
orgía,1,0.061013%
orilla,1,0.061013%
otoños,1,0.061013%
otra,1,0.061013%
otro,1,0.061013%
oyendo,1,0.061013%
palabras,1,0.061013%
palmera,1,0.061013%
panza,1,0.061013%
para,8,0.488102%
pardillo,1,0.061013%
parlamento,1,0.061013%
paro,1,0.061013%
partida,1,0.061013%
pasa,3,0.183038%
pasado,1,0.061013%
Pasan,1,0.061013%
pasar,1,0.061013%
pasión,2,0.122026%
paso,1,0.061013%
países,1,0.061013%
pechos,1,0.061013%
pegado,1,0.061013%
pekín,1,0.061013%
peluquera,1,0.061013%
pero,5,0.305064%
picada,1,0.061013%
pico,1,0.061013%
piel,1,0.061013%
pierdo,1,0.061013%
pilló,1,0.061013%
placer,1,0.061013%
plan,1,0.061013%
plena,1,0.061013%
pobre,1,0.061013%
poco,1,0.061013%
pocos,3,0.183038%
podrá,1,0.061013%
poesía,1,0.061013%
pones,1,0.061013%
por,40,2.440513%
porque,2,0.122026%
portera,1,0.061013%
porvenir,1,0.061013%
pozo,1,0.061013%
preguntando,1,0.061013%
primer,1,0.061013%
primo,1,0.061013%
principio,2,0.122026%
prosperado,1,0.061013%
pudre,1,0.061013%
pueblos,1,0.061013%
Puedes,1,0.061013%
puedo,1,0.061013%
puñales,1,0.061013%
póker,2,0.122026%
que,66,4.026845%
queda,2,0.122026%
quedó,1,0.061013%
quemó,1,0.061013%
querés,4,0.244051%
quien,1,0.061013%
quieras,2,0.122026%
quieres,1,0.061013%
quién,8,0.488102%
ranchera,1,0.061013%
rancho,1,0.061013%
rayo,8,0.488102%
razón,1,0.061013%
recordar,1,0.061013%
rival,1,0.061013%
rock,1,0.061013%
roll,1,0.061013%
rompe,1,0.061013%
ronda,1,0.061013%
rosendo,1,0.061013%
ruleta,1,0.061013%
rumba,1,0.061013%
Sabes,2,0.122026%
sabio,1,0.061013%
sabía,1,0.061013%
salga,1,0.061013%
salir,3,0.183038%
sangre,1,0.061013%
se,19,1.159243%
Sea,2,0.122026%
seductora,1,0.061013%
seguir,1,0.061013%
seis,1,0.061013%
semblante,1,0.061013%
semi,1,0.061013%
sentido,1,0.061013%
sentí,1,0.061013%
ser,11,0.671141%
serio,1,0.061013%
seré,1,0.061013%
señoría,1,0.061013%
Si,7,0.427090%
Siempre,9,0.549115%
Sigo,3,0.183038%
sigue,2,0.122026%
silbar,1,0.061013%
sin,9,0.549115%
sirvió,1,0.061013%
smoking,1,0.061013%
sobre,1,0.061013%
soga,1,0.061013%
sol,4,0.244051%
solateras,1,0.061013%
soledad,1,0.061013%
solo,5,0.305064%
solución,1,0.061013%
sombras,1,0.061013%
son,1,0.061013%
sos,2,0.122026%
sospechas,1,0.061013%
soy,7,0.427090%
su,6,0.366077%
sube,6,0.366077%
suerte,3,0.183038%
superclase,1,0.061013%
sus,4,0.244051%
sé,8,0.488102%
tabernera,1,0.061013%
Tacos,3,0.183038%
talavera,1,0.061013%
talón,1,0.061013%
también,1,0.061013%
tan,3,0.183038%
tango,1,0.061013%
Tanto,1,0.061013%
tantos,1,0.061013%
te,3,0.183038%
temor,1,0.061013%
Tendida,2,0.122026%
Tendrás,1,0.061013%
tener,5,0.305064%
tenerte,1,0.061013%
tengo,1,0.061013%
tenía,1,0.061013%
terminado,1,0.061013%
terno,1,0.061013%
terrible,1,0.061013%
ti,2,0.122026%
tiempo,4,0.244051%
tiene,2,0.122026%
tierra,2,0.122026%
tieso,1,0.061013%
tipo,2,0.122026%
tocar,1,0.061013%
todas,1,0.061013%
todavía,1,0.061013%
Todo,9,0.549115%
tomate,4,0.244051%
tonto,2,0.122026%
tripa,1,0.061013%
triste,1,0.061013%
triunfado,1,0.061013%
triunfar,1,0.061013%
tu,4,0.244051%
twist,1,0.061013%
tú,13,0.793167%
ujier,1,0.061013%
un,25,1.525320%
una,11,0.671141%
unidos,1,0.061013%
utopía,1,0.061013%
vacío,1,0.061013%
vago,1,0.061013%
Vallenatos,1,0.061013%
venas,4,0.244051%
Vencido,1,0.061013%
veneno,2,0.122026%
ver,2,0.122026%
verdaderas,1,0.061013%
verdadero,1,0.061013%
verdades,1,0.061013%
verte,1,0.061013%
verás,3,0.183038%
ves,3,0.183038%
vida,5,0.305064%
viejo,1,0.061013%
Viendo,1,0.061013%
viene,4,0.244051%
viento,1,0.061013%
vive,1,0.061013%
vivir,2,0.122026%
viviré,1,0.061013%
vos,2,0.122026%
voy,3,0.183038%
voz,2,0.122026%
vuelta,3,0.183038%
y,56,3.416718%
ya,17,1.037218%
yo,9,0.549115%
�que,4,0.244051%
�,1,0.061013%
Total de palabras unicas usadas: 538
Total de palabras (repetidas): 1639
Porcentaje de vocabulario distinto: 32.824890
