Palabra, veces usada, porcentaje
mucho,1,0.050607%
muerte,2,0.101215%
mujer,2,0.101215%
mundo,5,0.253036%
murmullo,1,0.050607%
muy,4,0.202429%
más,7,0.354251%
mí,14,0.708502%
mía,3,0.151822%
mío,1,0.050607%
Mírame,1,0.050607%
música,1,0.050607%
Nadie,2,0.101215%
nariz,1,0.050607%
nebuloso,2,0.101215%
necesito,4,0.202429%
negados,1,0.050607%
negó,1,0.050607%
ni,2,0.101215%
ninguna,3,0.151822%
Niño,1,0.050607%
no,35,1.771255%
noche,4,0.202429%
noches,2,0.101215%
nosotros,2,0.101215%
nube,1,0.050607%
nubes,1,0.050607%
nubla,1,0.050607%
nuestras,2,0.101215%
nunca,5,0.253036%
o,6,0.303644%
oasis,1,0.050607%
ocurrente,2,0.101215%
Oh,5,0.253036%
oiga,1,0.050607%
ojitos,1,0.050607%
orquesta,1,0.050607%
oscura,1,0.050607%
oscuridad,1,0.050607%
otras,7,0.354251%
otro,1,0.050607%
otros,1,0.050607%
oído,1,0.050607%
palabra,35,1.771255%
palabras,8,0.404858%
para,56,2.834008%
paraguas,1,0.050607%
pasa,1,0.050607%
pasar,1,0.050607%
paseo,1,0.050607%
pastel,2,0.101215%
país,1,0.050607%
Pecador,2,0.101215%
pena,2,0.101215%
Penas,1,0.050607%
perdido,1,0.050607%
Pero,2,0.101215%
personas,1,0.050607%
pesa,1,0.050607%
pie,1,0.050607%
piola,1,0.050607%
playa,2,0.101215%
plena,2,0.101215%
pobre,1,0.050607%
poder,39,1.973684%
podría,1,0.050607%
poema,1,0.050607%
Ponga,1,0.050607%
pongo,2,0.101215%
por,30,1.518219%
porque,2,0.101215%
precioso,1,0.050607%
pregunto,2,0.101215%
primavera,1,0.050607%
propio,1,0.050607%
proporcionan,1,0.050607%
puede,2,0.101215%
pueden,2,0.101215%
puedo,5,0.253036%
Pues,5,0.253036%
punto,1,0.050607%
que,56,2.834008%
querida,3,0.151822%
quien,1,0.050607%
quiere,2,0.101215%
quiero,3,0.151822%
qué,1,0.050607%
real,2,0.101215%
realmente,3,0.151822%
recordar,1,0.050607%
recorriendo,1,0.050607%
recuerdo,1,0.050607%
Reducir,4,0.202429%
regresarán,1,0.050607%
relaciona,1,0.050607%
relaciones,2,0.101215%
respuesta,1,0.050607%
Reza,1,0.050607%
rezando,6,0.303644%
rezar,3,0.151822%
roba,1,0.050607%
roca,5,0.253036%
Rock,4,0.202429%
rodando,5,0.253036%
rodilla,2,0.101215%
rojas,1,0.050607%
rola,1,0.050607%
rompas,2,0.101215%
romperá,2,0.101215%
rosas,1,0.050607%
rostros,1,0.050607%
río,3,0.151822%
saber,2,0.101215%
sabes,4,0.202429%
sabias,1,0.050607%
sabré,1,0.050607%
sagradamente,1,0.050607%
Sale,1,0.050607%
salte,1,0.050607%
saludo,1,0.050607%
sangrando,3,0.151822%
se,8,0.404858%
Sea,2,0.101215%
según,1,0.050607%
selva,1,0.050607%
semana,2,0.101215%
sensación,2,0.101215%
sentir,1,0.050607%
sentirte,1,0.050607%
ser,1,0.050607%
seríamos,2,0.101215%
Señor,39,1.973684%
Si,6,0.303644%
siempre,5,0.253036%
siento,5,0.253036%
sigilo,1,0.050607%
sigo,1,0.050607%
silencio,1,0.050607%
Sin,3,0.151822%
Sinnerman,2,0.101215%
sobre,3,0.151822%
social,1,0.050607%
sola,2,0.101215%
solo,6,0.303644%
sombrero,1,0.050607%
somos,1,0.050607%
son,2,0.101215%
sonido,1,0.050607%
soplando,1,0.050607%
Sostén,1,0.050607%
Su,2,0.101215%
sueño,1,0.050607%
suspiro,1,0.050607%
sé,2,0.101215%
Sí,3,0.151822%
Sólo,5,0.253036%
también,2,0.101215%
tan,5,0.253036%
tanto,1,0.050607%
tatuadas,1,0.050607%
Te,19,0.961538%
teléfono,2,0.101215%
tenemos,2,0.101215%
Tengo,2,0.101215%
tenido,5,0.253036%
terciopelo,1,0.050607%
The,1,0.050607%
ti,9,0.455466%
tiene,7,0.354251%
tocan,1,0.050607%
tocarlo,1,0.050607%
todo,16,0.809717%
todos,2,0.101215%
Toma,2,0.101215%
tomándote,1,0.050607%
tono,1,0.050607%
trajiste,1,0.050607%
triste,2,0.101215%
tristes,1,0.050607%
tu,3,0.151822%
tus,4,0.202429%
té,4,0.202429%
tú,6,0.303644%
un,28,1.417004%
una,15,0.759109%
uno,1,0.050607%
Vacaciones,2,0.101215%
vamos,1,0.050607%
van,2,0.101215%
vas,3,0.151822%
Ve,3,0.151822%
veces,1,0.050607%
venero,2,0.101215%
ventana,1,0.050607%
Veo,7,0.354251%
ver,3,0.151822%
verdes,1,0.050607%
vernos,2,0.101215%
verso,1,0.050607%
versos,1,0.050607%
verás,1,0.050607%
ves,6,0.303644%
Vi,2,0.101215%
vida,2,0.101215%
violines,1,0.050607%
vista,1,0.050607%
vive,1,0.050607%
vivir,1,0.050607%
volcán,1,0.050607%
voy,1,0.050607%
voz,1,0.050607%
vuelves,1,0.050607%
woh,2,0.101215%
Y,46,2.327935%
ya,3,0.151822%
yace,1,0.050607%
yo,5,0.253036%
�Qué,4,0.202429%
�Te,1,0.050607%
�,2,0.101215%
árbol,1,0.050607%
árboles,1,0.050607%
él,3,0.151822%
única,2,0.101215%
Total de palabras unicas usadas: 532
Total de palabras (repetidas): 1976
Porcentaje de vocabulario distinto: 26.923079
