Palabra, veces usada, porcentaje
comprendí,1,0.032895%
compro,1,0.032895%
comíamos,1,0.032895%
Con,23,0.756579%
concierto,1,0.032895%
confirman,3,0.098684%
conocí,1,0.032895%
conocíamos,1,0.032895%
conozco,2,0.065789%
consejos,1,0.032895%
consuelo,1,0.032895%
Contigo,6,0.197368%
continuamos,2,0.065789%
continúa,6,0.197368%
controlar,1,0.032895%
contundente,1,0.032895%
convencerme,1,0.032895%
copa,1,0.032895%
copas,1,0.032895%
corazones,3,0.098684%
corazón,6,0.197368%
corriendo,2,0.065789%
cronista,1,0.032895%
cruel,1,0.032895%
cuando,10,0.328947%
cuenta,1,0.032895%
cuentes,1,0.032895%
cuerpo,1,0.032895%
cuidado,2,0.065789%
cuido,1,0.032895%
cuidé,2,0.065789%
cupido,1,0.032895%
Cómo,6,0.197368%
da,2,0.065789%
Dale,1,0.032895%
dan,1,0.032895%
dar,2,0.065789%
das,1,0.032895%
De,82,2.697368%
deberían,1,0.032895%
Debes,8,0.263158%
decirte,1,0.032895%
decía,1,0.032895%
dedo,1,0.032895%
dejando,2,0.065789%
dejé,1,0.032895%
del,4,0.131579%
demás,1,0.032895%
desconocidos,3,0.098684%
descubrir,1,0.032895%
desde,3,0.098684%
desempeño,2,0.065789%
desesperas,2,0.065789%
despertaras,2,0.065789%
Después,3,0.098684%
desvelas,2,0.065789%
devuelto,1,0.032895%
di,3,0.098684%
dices,1,0.032895%
dicho,1,0.032895%
die,2,0.065789%
diera,3,0.098684%
dieron,3,0.098684%
diez,1,0.032895%
difícil,1,0.032895%
digas,1,0.032895%
dije,2,0.065789%
dijo,3,0.098684%
Dime,1,0.032895%
Dios,3,0.098684%
discutimos,2,0.065789%
disimular,2,0.065789%
doce,2,0.065789%
dolor,1,0.032895%
domingo,1,0.032895%
donde,1,0.032895%
dormimo,3,0.098684%
dos,2,0.065789%
duda,6,0.197368%
duela,1,0.032895%
duelen,4,0.131579%
dura,2,0.065789%
dure,2,0.065789%
día,3,0.098684%
e,2,0.065789%
eh,2,0.065789%
el,26,0.855263%
eligió,2,0.065789%
ella,7,0.230263%
ellos,1,0.032895%
emborracharme,1,0.032895%
empezamo,3,0.098684%
Empezar,3,0.098684%
empezó,2,0.065789%
empieza,1,0.032895%
en,40,1.315789%
enamorada,3,0.098684%
enamorarme,2,0.065789%
encontrar,3,0.098684%
encuentro,1,0.032895%
enseño,1,0.032895%
entienden,2,0.065789%
Entonces,1,0.032895%
entraba,1,0.032895%
entreno,1,0.032895%
entrevista,1,0.032895%
entró,1,0.032895%
equipaje,1,0.032895%
Eras,4,0.131579%
ere,2,0.065789%
eres,6,0.197368%
es,35,1.151316%
esa,1,0.032895%
esas,1,0.032895%
escaparate,1,0.032895%
escucho,1,0.032895%
ese,16,0.526316%
Eso,10,0.328947%
esos,1,0.032895%
espalda,1,0.032895%
espejo,1,0.032895%
esperaba,1,0.032895%
esta,1,0.032895%
estaba,4,0.131579%
estaría,1,0.032895%
Esto,2,0.065789%
estoy,4,0.131579%
está,1,0.032895%
estás,7,0.230263%
eterna,1,0.032895%
eternidad,4,0.131579%
exactamente,4,0.131579%
explico,1,0.032895%
ey,1,0.032895%
falla,1,0.032895%
falso,1,0.032895%
Fecha,1,0.032895%
felicito,9,0.296053%
filosofía,1,0.032895%
fin,2,0.065789%
fluye,1,0.032895%
fluíamos,1,0.032895%
foto,1,0.032895%
Fue,11,0.361842%
fuego,2,0.065789%
fuimos,4,0.131579%
fuiste,8,0.263158%
funciona,1,0.032895%
fusionarnos,3,0.098684%
futuro,1,0.032895%
fácil,2,0.065789%
ganar,2,0.065789%
ganas,1,0.032895%
gané,3,0.098684%
garantiza,1,0.032895%
gemido,2,0.065789%
gente,1,0.032895%
gota,1,0.032895%
graba,1,0.032895%
Granate,1,0.032895%
gris,1,0.032895%
guacha,1,0.032895%
gusta,1,0.032895%
ha,5,0.164474%
hablar,5,0.164474%
Hablándote,1,0.032895%
había,2,0.065789%
habíamos,2,0.065789%
hace,6,0.197368%
hacer,5,0.164474%
haces,1,0.032895%
hacía,1,0.032895%
hacíamo,1,0.032895%
has,2,0.065789%
hasta,5,0.164474%
hay,5,0.164474%
he,4,0.131579%
hecha,2,0.065789%
hecho,1,0.032895%
herida,1,0.032895%
hice,1,0.032895%
hicimo,2,0.065789%
hiciste,1,0.032895%
historia,2,0.065789%
historias,1,0.032895%
hizo,3,0.098684%
hombro,1,0.032895%
hora,1,0.032895%
hoy,3,0.098684%
hubieras,3,0.098684%
hubo,2,0.065789%
iba,1,0.032895%
igual,16,0.526316%
ilusionada,2,0.065789%
imitar,1,0.032895%
importó,2,0.065789%
invito,1,0.032895%
isla,1,0.032895%
juntos,2,0.065789%
juras,1,0.032895%
juraste,1,0.032895%
know,1,0.032895%
la,81,2.664474%
labios,2,0.065789%
lado,1,0.032895%
las,24,0.789474%
late,1,0.032895%
le,5,0.164474%
lealtad,2,0.065789%
lejos,1,0.032895%
lista,1,0.032895%
llamas,1,0.032895%
Llamo,2,0.065789%
llamé,1,0.032895%
llanto,8,0.263158%
llegabámo,1,0.032895%
llegan,1,0.032895%
llegaste,1,0.032895%
llego,1,0.032895%
Llegué,1,0.032895%
lleva,2,0.065789%
llevar,1,0.032895%
llevé,1,0.032895%
llorar,4,0.131579%
lo,43,1.414474%
loco,1,0.032895%
logramos,3,0.098684%
los,11,0.361842%
lotería,3,0.098684%
lucen,1,0.032895%
Luego,1,0.032895%
lugare,1,0.032895%
luz,1,0.032895%
lágrimas,1,0.032895%
ma,2,0.065789%
madrugada,1,0.032895%
mal,3,0.098684%
mano,1,0.032895%
manos,1,0.032895%
marchar,5,0.164474%
marrones,12,0.394737%
mato,1,0.032895%
mañana,1,0.032895%
me,67,2.203947%
medio,1,0.032895%
mejor,4,0.131579%
memoria,1,0.032895%
meno,1,0.032895%
mente,7,0.230263%
Mercede,1,0.032895%
Mercedes,1,0.032895%
mi,35,1.151316%
miedo,1,0.032895%
mientes,2,0.065789%
mil,2,0.065789%
miren,3,0.098684%
miro,2,0.065789%
Mirándonos,1,0.032895%
mis,13,0.427632%
misa,1,0.032895%
mismo,2,0.065789%
mitad,2,0.065789%
monto,1,0.032895%
morí,1,0.032895%
moto,1,0.032895%
mucho,2,0.065789%
muerte,2,0.065789%
mujer,5,0.164474%
muriendo,1,0.032895%
más,13,0.427632%
mí,13,0.427632%
mía,2,0.065789%
nacido,1,0.032895%
Nada,30,0.986842%
nadie,4,0.131579%
natural,1,0.032895%
navegar,3,0.098684%
necesito,5,0.164474%
negro,1,0.032895%
ni,4,0.131579%
niña,6,0.197368%
no,128,4.210526%
noche,10,0.328947%
noches,5,0.164474%
nos,20,0.657895%
nota,3,0.098684%
nuestra,3,0.098684%
nuestro,5,0.164474%
Nunca,2,0.065789%
Oh,1,0.032895%
ojo,1,0.032895%
ojos,24,0.789474%
olvida,8,0.263158%
olvidar,1,0.032895%
olvidarte,2,0.065789%
ooh,4,0.131579%
Oscar,1,0.032895%
otra,33,1.085526%
otro,1,0.032895%
pa,11,0.361842%
papel,10,0.328947%
para,19,0.625000%
paralelo,3,0.098684%
parar,2,0.065789%
parece,2,0.065789%
paro,3,0.098684%
party,1,0.032895%
pasado,2,0.065789%
pasando,3,0.098684%
paso,1,0.032895%
pasó,2,0.065789%
pañuelo,1,0.032895%
pedazo,6,0.197368%
pedazos,1,0.032895%
pedía,1,0.032895%
pegas,1,0.032895%
pena,1,0.032895%
Perder,1,0.032895%
perderte,5,0.164474%
perdida,2,0.065789%
perdido,1,0.032895%
perdidos,1,0.032895%
Perdiste,1,0.032895%
perdones,4,0.131579%
perdí,2,0.065789%
perfecta,7,0.230263%
perfectamente,4,0.131579%
perfecto,4,0.131579%
pero,15,0.493421%
Perreamos,3,0.098684%
pesar,2,0.065789%
picar,1,0.032895%
pides,1,0.032895%
piel,1,0.032895%
piensas,1,0.032895%
pintaba,1,0.032895%
poco,2,0.065789%
podido,1,0.032895%
podía,3,0.098684%
pone,4,0.131579%
ponía,1,0.032895%
Por,23,0.756579%
Porque,4,0.131579%
pose,4,0.131579%
preguntas,1,0.032895%
primera,3,0.098684%
privado,1,0.032895%
Probar,1,0.032895%
problema,2,0.065789%
probé,2,0.065789%
prohibido,1,0.032895%
prometimo,2,0.065789%
pronto,1,0.032895%
protegerte,1,0.032895%
próximo,1,0.032895%
pude,1,0.032895%
pueden,1,0.032895%
puedes,5,0.164474%
puedo,5,0.164474%
que,150,4.934211%
queda,6,0.197368%
quedas,1,0.032895%
quedaste,1,0.032895%
quedó,1,0.032895%
Quemando,1,0.032895%
querido,2,0.065789%
queriendo,1,0.032895%
queríamos,1,0.032895%
quien,7,0.230263%
quiere,2,0.065789%
quieres,1,0.032895%
quiero,5,0.164474%
quise,1,0.032895%
quisiera,15,0.493421%
quita,1,0.032895%
qué,9,0.296053%
Quédate,28,0.921053%
ramo,1,0.032895%
ramos,5,0.164474%
rayo,1,0.032895%
realista,1,0.032895%
rebasó,1,0.032895%
recargas,1,0.032895%
rechaces,1,0.032895%
Reconocí,1,0.032895%
recuerde,1,0.032895%
recuerdo,4,0.131579%
redes,1,0.032895%
regresar,1,0.032895%
reguetón,3,0.098684%
rehén,1,0.032895%
reloj,1,0.032895%
repente,1,0.032895%
repetirlo,3,0.098684%
respondido,1,0.032895%
respuesta,1,0.032895%
restaurant,1,0.032895%
resulta,1,0.032895%
Resultó,1,0.032895%
reviví,1,0.032895%
rezándole,3,0.098684%
risa,1,0.032895%
rojo,1,0.032895%
rojos,4,0.131579%
rompí,1,0.032895%
rompíamo,1,0.032895%
roto,1,0.032895%
rotos,3,0.098684%
Ruido,1,0.032895%
rápido,4,0.131579%
ría,1,0.032895%
sabe,2,0.065789%
saber,4,0.131579%
Sabes,3,0.098684%
sabía,3,0.098684%
sabíamos,1,0.032895%
salir,1,0.032895%
salvo,1,0.032895%
se,42,1.381579%
sea,4,0.131579%
seguí,2,0.065789%
sensorial,4,0.131579%
sentidos,1,0.032895%
sentimientos,3,0.098684%
Sentir,4,0.131579%
sentí,2,0.065789%
separó,2,0.065789%
ser,24,0.789474%
será,1,0.032895%
Seré,1,0.032895%
sería,2,0.065789%
Serías,1,0.032895%
señal,1,0.032895%
show,7,0.230263%
si,18,0.592105%
sido,1,0.032895%
siempre,13,0.427632%
siendo,1,0.032895%
siente,1,0.032895%
sientes,2,0.065789%
siento,2,0.065789%
sin,17,0.559211%
sincero,2,0.065789%
Sol,7,0.230263%
sola,3,0.098684%
solista,1,0.032895%
Solo,10,0.328947%
son,2,0.065789%
soporto,1,0.032895%
soy,4,0.131579%
soñé,4,0.131579%
Su,1,0.032895%
suelta,1,0.032895%
Suena,1,0.032895%
suene,1,0.032895%
suerte,4,0.131579%
sueños,1,0.032895%
suficiente,1,0.032895%
sufrir,3,0.098684%
sufrí,1,0.032895%
supieras,2,0.065789%
supiste,5,0.164474%
Sus,2,0.065789%
suyo,2,0.065789%
sábado,1,0.032895%
sé,9,0.296053%
sí,3,0.098684%
tacones,3,0.098684%
Tal,4,0.131579%
también,3,0.098684%
tan,12,0.394737%
tanto,3,0.098684%
tapo,1,0.032895%
te,85,2.796053%
tengo,12,0.394737%
Teniendo,1,0.032895%
terminar,2,0.065789%
teteo,1,0.032895%
ti,11,0.361842%
tiempo,4,0.131579%
tiene,6,0.197368%
toca,3,0.098684%
toda,7,0.230263%
Todas,1,0.032895%
todo,6,0.197368%
todos,2,0.065789%
tomado,2,0.065789%
traje,1,0.032895%
tranquilizante,1,0.032895%
tratas,1,0.032895%
traten,1,0.032895%
tre,2,0.065789%
tres,1,0.032895%
tristeza,1,0.032895%
tu,34,1.118421%
tus,19,0.625000%
tuve,1,0.032895%
tuyo,3,0.098684%
Tú,28,0.921053%
Uber,1,0.032895%
uh,1,0.032895%
un,15,0.493421%
una,23,0.756579%
uno,3,0.098684%
va,26,0.855263%
Vamos,1,0.032895%
vas,1,0.032895%
vaso,1,0.032895%
ve,4,0.131579%
veas,1,0.032895%
vemos,1,0.032895%
ventana,1,0.032895%
Vente,1,0.032895%
Veo,3,0.098684%
ver,4,0.131579%
verdad,1,0.032895%
verde,1,0.032895%
verte,2,0.065789%
vez,32,1.052632%
vi,3,0.098684%
Viajamos,3,0.098684%
viaje,3,0.098684%
vida,14,0.460526%
viendo,1,0.032895%
viene,2,0.065789%
vista,2,0.065789%
Vivas,1,0.032895%
vivieras,2,0.065789%
vo,3,0.098684%
volante,1,0.032895%
volar,4,0.131579%
volver,3,0.098684%
voy,2,0.065789%
vuelta,2,0.065789%
vuelva,1,0.032895%
Y,102,3.355263%
ya,16,0.526316%
yah,1,0.032895%
yeah,2,0.065789%
yeh,1,0.032895%
Yo,46,1.513158%
you,1,0.032895%
�,6,0.197368%
él,1,0.032895%
Total de palabras unicas usadas: 653
Total de palabras (repetidas): 3040
Porcentaje de vocabulario distinto: 21.480265
