Palabra, veces usada, porcentaje
noches,1,0.050150%
nomas,1,0.050150%
nombre,1,0.050150%
nunca,5,0.250752%
ofendido,2,0.100301%
ohh,1,0.050150%
ojos,4,0.200602%
olvidar,12,0.601805%
olvidarte,2,0.100301%
olvide,1,0.050150%
oración,3,0.150451%
Otra,5,0.250752%
otro,5,0.250752%
Oye,7,0.351053%
pagaste,1,0.050150%
Parece,2,0.100301%
partes,2,0.100301%
pasado,2,0.100301%
pasión,6,0.300903%
paso,1,0.050150%
pendiente,1,0.050150%
penitencia,2,0.100301%
pensar,7,0.351053%
Pensé,1,0.050150%
Pero,15,0.752257%
petalo,1,0.050150%
piel,1,0.050150%
pobre,2,0.100301%
poderte,1,0.050150%
pongo,3,0.150451%
por,28,1.404213%
Porque,8,0.401204%
Pot,3,0.150451%
provocado,1,0.050150%
puedo,3,0.150451%
puedover,1,0.050150%
Pues,2,0.100301%
que,75,3.761284%
quererme,3,0.150451%
querida,1,0.050150%
quiero,21,1.053159%
qué,1,0.050150%
raras,2,0.100301%
ray,1,0.050150%
recordar,1,0.050150%
Recordé,1,0.050150%
recuerda,2,0.100301%
recuerdo,3,0.150451%
regalabas,1,0.050150%
regocija,2,0.100301%
remediar,2,0.100301%
respirar,3,0.150451%
resultas,2,0.100301%
Rezando,3,0.150451%
rojos,2,0.100301%
rompas,4,0.200602%
rosa,3,0.150451%
rosal,4,0.200602%
Sabes,2,0.100301%
san,1,0.050150%
sangre,2,0.100301%
se,19,0.952859%
seductora,1,0.050150%
seguro,2,0.100301%
senti,2,0.100301%
sentimiento,2,0.100301%
sentiste,1,0.050150%
sepa,5,0.250752%
serias,2,0.100301%
si,22,1.103310%
Siempre,10,0.501504%
siente,2,0.100301%
siento,3,0.150451%
significas,2,0.100301%
sigo,2,0.100301%
Sin,4,0.200602%
sincero,1,0.050150%
solo,3,0.150451%
Soy,15,0.752257%
sucede,1,0.050150%
suerte,3,0.150451%
sufrimiento,2,0.100301%
sufrir,5,0.250752%
supe,2,0.100301%
sé,1,0.050150%
Tal,2,0.100301%
tan,1,0.050150%
tanto,4,0.200602%
tantos,2,0.100301%
tardes,1,0.050150%
te,57,2.858576%
tengo,1,0.050150%
tenido,2,0.100301%
ti,37,1.855567%
tiempo,4,0.200602%
Tiene,2,0.100301%
tienes,12,0.601805%
tiernamente,2,0.100301%
tii,1,0.050150%
timidez,1,0.050150%
to,1,0.050150%
toda,1,0.050150%
todas,4,0.200602%
todavía,2,0.100301%
todo,8,0.401204%
Ton,1,0.050150%
Tonto,4,0.200602%
toque,2,0.100301%
tormento,2,0.100301%
tu,32,1.604814%
tus,6,0.300903%
tuve,2,0.100301%
tú,17,0.852558%
Uh,3,0.150451%
Un,31,1.554664%
una,9,0.451354%
uoh,2,0.100301%
vas,2,0.100301%
ven,1,0.050150%
venas,1,0.050150%
venido,2,0.100301%
vensera,3,0.150451%
veras,1,0.050150%
verdad,3,0.150451%
verme,1,0.050150%
verte,3,0.150451%
vez,7,0.351053%
vi,2,0.100301%
vida,13,0.651956%
video,1,0.050150%
vino,2,0.100301%
vivía,1,0.050150%
Volver,3,0.150451%
volvió,2,0.100301%
volví,9,0.451354%
voy,12,0.601805%
voz,1,0.050150%
vuelvan,2,0.100301%
Y,55,2.758275%
Ya,5,0.250752%
yaa,1,0.050150%
yo,23,1.153460%
yoo,1,0.050150%
Total de palabras unicas usadas: 371
Total de palabras (repetidas): 1994
Porcentaje de vocabulario distinto: 18.605818
