Palabra, veces usada, porcentaje
llegó,1,0.047125%
llevo,6,0.282752%
lloran,1,0.047125%
llorando,1,0.047125%
llorar,5,0.235627%
llévales,1,0.047125%
lo,26,1.225259%
loco,1,0.047125%
locuras,2,0.094251%
los,8,0.377003%
lágrimas,1,0.047125%
Madrileño,2,0.094251%
mal,3,0.141376%
malas,1,0.047125%
mamaces,1,0.047125%
mamacitas,1,0.047125%
marcha,2,0.094251%
marcho,1,0.047125%
Me,72,3.393025%
mejor,1,0.047125%
mentir,1,0.047125%
mezcal,1,0.047125%
mi,21,0.989632%
millón,5,0.235627%
mirada,1,0.047125%
mirarte,2,0.094251%
miras,2,0.094251%
miro,2,0.094251%
mirándolos,1,0.047125%
mis,3,0.141376%
misma,3,0.141376%
mismo,3,0.141376%
modo,2,0.094251%
molesta,11,0.518379%
molestarte,2,0.094251%
morirme,2,0.094251%
morras,1,0.047125%
mortal,1,0.047125%
mucho,1,0.047125%
muda,1,0.047125%
muera,1,0.047125%
muero,2,0.094251%
mujer,4,0.188501%
mujeres,4,0.188501%
mundo,5,0.235627%
muy,2,0.094251%
muñeco,1,0.047125%
más,7,0.329877%
Mátalas,4,0.188501%
mí,3,0.141376%
mío,1,0.047125%
nada,2,0.094251%
nadie,4,0.188501%
necesidad,1,0.047125%
ni,12,0.565504%
niña,1,0.047125%
niño,2,0.094251%
No,54,2.544769%
noche,1,0.047125%
nombre,1,0.047125%
nos,2,0.094251%
novios,1,0.047125%
nuevo,1,0.047125%
nunca,1,0.047125%
o,8,0.377003%
Obligo,1,0.047125%
Oh,3,0.141376%
ojitos,1,0.047125%
ojos,7,0.329877%
olvidar,2,0.094251%
olvidarte,3,0.141376%
olvide,4,0.188501%
orgullo,1,0.047125%
Oscura,1,0.047125%
otra,1,0.047125%
otro,1,0.047125%
pa,1,0.047125%
paciencia,1,0.047125%
palabra,2,0.094251%
palabras,1,0.047125%
para,4,0.188501%
parcho,1,0.047125%
parejo,3,0.141376%
parrandear,1,0.047125%
partir,1,0.047125%
pasa,1,0.047125%
pedrada,1,0.047125%
penas,1,0.047125%
pensamiento,1,0.047125%
pensando,3,0.141376%
pensar,1,0.047125%
peor,1,0.047125%
perderte,2,0.094251%
permito,1,0.047125%
Pero,11,0.518379%
perro,2,0.094251%
persona,1,0.047125%
personas,1,0.047125%
pesar,2,0.094251%
petición,1,0.047125%
piden,4,0.188501%
pides,1,0.047125%
piedra,1,0.047125%
piensas,2,0.094251%
pistola,2,0.094251%
placeres,2,0.094251%
poco,5,0.235627%
podia,1,0.047125%
podría,1,0.047125%
poema,1,0.047125%
por,21,0.989632%
porque,6,0.282752%
prefieres,2,0.094251%
prefiero,1,0.047125%
primaveras,4,0.188501%
primero,1,0.047125%
prosa,1,0.047125%
pude,1,0.047125%
pueda,4,0.188501%
pues,1,0.047125%
pulquito,1,0.047125%
punto,1,0.047125%
puritito,1,0.047125%
puso,1,0.047125%
Pónganse,1,0.047125%
que,101,4.759661%
quedar,2,0.094251%
Queriendo,1,0.047125%
quien,4,0.188501%
quiere,2,0.094251%
quieres,6,0.282752%
quiero,11,0.518379%
quise,2,0.094251%
quisiera,1,0.047125%
quisiste,1,0.047125%
quite,1,0.047125%
Quizá,1,0.047125%
quién,2,0.094251%
qué,1,0.047125%
rascan,1,0.047125%
razón,1,0.047125%
re,1,0.047125%
Recuerda,2,0.094251%
recuerdo,1,0.047125%
recuerdos,1,0.047125%
reina,3,0.141376%
repente,1,0.047125%
resbalosas,1,0.047125%
resignare,1,0.047125%
resignaré,1,0.047125%
resistirse,2,0.094251%
respeto,1,0.047125%
respirar,3,0.141376%
respondo,2,0.094251%
retejaladoras,1,0.047125%
rey,2,0.094251%
rezarle,1,0.047125%
rima,1,0.047125%
rodar,6,0.282752%
rogarte,2,0.094251%
rosa,2,0.094251%
rostro,1,0.047125%
ruge,1,0.047125%
sabe,1,0.047125%
saben,2,0.094251%
saber,1,0.047125%
Sabes,12,0.565504%
salía,1,0.047125%
santo,1,0.047125%
Se,15,0.706880%
sean,1,0.047125%
seguir,1,0.047125%
Seguro,2,0.094251%
sentí,4,0.188501%
sepulcro,1,0.047125%
ser,2,0.094251%
serenata,1,0.047125%
seres,1,0.047125%
sería,2,0.094251%
señoras,1,0.047125%
si,25,1.178134%
siempre,7,0.329877%
siendo,2,0.094251%
siglos,2,0.094251%
sigo,2,0.094251%
silencio,1,0.047125%
sin,8,0.377003%
sincero,1,0.047125%
sobran,1,0.047125%
sobrar,1,0.047125%
sobre,3,0.141376%
sobredosis,2,0.094251%
sol,1,0.047125%
soledad,3,0.141376%
solo,8,0.377003%
Solteras,2,0.094251%
son,1,0.047125%
Soy,10,0.471254%
su,1,0.047125%
suegras,2,0.094251%
suene,2,0.094251%
suerte,2,0.094251%
sufre,2,0.094251%
sufrido,2,0.094251%
sus,6,0.282752%
sé,8,0.377003%
sí,1,0.047125%
también,5,0.235627%
tango,1,0.047125%
tantas,2,0.094251%
tanto,4,0.188501%
tarde,3,0.141376%
tardes,1,0.047125%
Tatuados,3,0.141376%
Tatuajes,3,0.141376%
Te,55,2.591894%
tema,1,0.047125%
temprano,3,0.141376%
Ten,1,0.047125%
tendrás,1,0.047125%
tengan,3,0.141376%
tengo,8,0.377003%
tequila,1,0.047125%
ternura,2,0.094251%
ti,8,0.377003%
tiempo,9,0.424128%
tiene,2,0.094251%
tienes,2,0.094251%
todas,2,0.094251%
todavía,2,0.094251%
todo,6,0.282752%
tomo,1,0.047125%
toro,1,0.047125%
traen,1,0.047125%
tranquila,1,0.047125%
tratas,2,0.094251%
triste,3,0.141376%
tristes,1,0.047125%
tristeza,1,0.047125%
tronco,1,0.047125%
trono,2,0.094251%
trovador,1,0.047125%
tu,14,0.659755%
tus,11,0.518379%
Tú,4,0.188501%
uh,1,0.047125%
un,20,0.942507%
una,26,1.225259%
Unos,2,0.094251%
va,1,0.047125%
Vacilador,2,0.094251%
vaivenes,2,0.094251%
valientes,1,0.047125%
vals,1,0.047125%
vamos,1,0.047125%
van,1,0.047125%
vas,2,0.094251%
Vegas,1,0.047125%
vemos,2,0.094251%
ven,1,0.047125%
venero,1,0.047125%
veo,1,0.047125%
ver,3,0.141376%
Verda,1,0.047125%
Verdad,1,0.047125%
veremos,2,0.094251%
versos,2,0.094251%
verte,1,0.047125%
veré,2,0.094251%
vez,4,0.188501%
vicio,3,0.141376%
vida,5,0.235627%
viejo,1,0.047125%
vieron,2,0.094251%
viudas,2,0.094251%
viviendo,1,0.047125%
vivieras,1,0.047125%
vivir,1,0.047125%
volverá,1,0.047125%
volveré,2,0.094251%
voy,10,0.471254%
vuelto,1,0.047125%
vuelvo,2,0.094251%
vuélvete,2,0.094251%
Víctima,1,0.047125%
Y,75,3.534402%
ya,13,0.612630%
yay,1,0.047125%
Yo,24,1.131009%
�Cómo,1,0.047125%
�ea,1,0.047125%
�Eso,1,0.047125%
�Y,1,0.047125%
�Ya,1,0.047125%
�,1,0.047125%
Total de palabras unicas usadas: 587
Total de palabras (repetidas): 2122
Porcentaje de vocabulario distinto: 27.662580
