Palabra, veces usada, porcentaje
cobarde,1,0.052632%
coche,1,0.052632%
Cogimo,1,0.052632%
cola,2,0.105263%
color,1,0.052632%
Comerte,10,0.526316%
como,2,0.105263%
compañero,1,0.052632%
con,14,0.736842%
conoce,1,0.052632%
contigo,1,0.052632%
cora,2,0.105263%
corazón,17,0.894737%
corte,1,0.052632%
cosa,3,0.157895%
cruel,1,0.052632%
Cuando,6,0.315789%
cuchi,4,0.210526%
cuenta,1,0.052632%
cuento,2,0.105263%
cuerpo,4,0.210526%
cuide,1,0.052632%
culo,1,0.052632%
Cupido,1,0.052632%
cuántas,1,0.052632%
da,1,0.052632%
dado,2,0.105263%
dar,2,0.105263%
de,58,3.052632%
Debajo,1,0.052632%
decepción,1,0.052632%
dejaste,1,0.052632%
del,24,1.263158%
demasiado,3,0.157895%
deredor,1,0.052632%
desacato,2,0.105263%
desafinó,2,0.105263%
desatino,1,0.052632%
descorazonado,1,0.052632%
descuido,1,0.052632%
desde,1,0.052632%
deseo,1,0.052632%
desliza,1,0.052632%
Deslizando,1,0.052632%
deslizándose,2,0.105263%
desmaya,1,0.052632%
despiadado,1,0.052632%
destino,3,0.157895%
difícil,1,0.052632%
Dime,5,0.263158%
dio,1,0.052632%
Dios,1,0.052632%
disgusto,1,0.052632%
dizque,1,0.052632%
dolido,1,0.052632%
dolor,2,0.105263%
dorado,2,0.105263%
dreadlo,1,0.052632%
droga,1,0.052632%
Día,2,0.105263%
Días,1,0.052632%
egoísmo,1,0.052632%
eh,2,0.105263%
Eight,1,0.052632%
El,59,3.105263%
ella,11,0.578947%
empezó,1,0.052632%
empieza,1,0.052632%
empujaron,2,0.105263%
en,22,1.157895%
Enamora,2,0.105263%
encojona,1,0.052632%
encontrar,1,0.052632%
encuentra,1,0.052632%
enreda,1,0.052632%
enrola,1,0.052632%
ensayar,2,0.105263%
Entera,10,0.526316%
entero,2,0.105263%
entrega,1,0.052632%
entusiamo,1,0.052632%
entusiasmo,1,0.052632%
equipo,1,0.052632%
era,2,0.105263%
eran,2,0.105263%
eres,2,0.105263%
error,1,0.052632%
es,109,5.736842%
esa,2,0.105263%
Escucho,2,0.105263%
escuela,1,0.052632%
ese,8,0.421053%
eso,4,0.210526%
espera,1,0.052632%
espina,1,0.052632%
Essa,4,0.210526%
esta,1,0.052632%
estaba,1,0.052632%
este,1,0.052632%
esto,2,0.105263%
estoy,5,0.263158%
está,2,0.105263%
esté,1,0.052632%
eterno,1,0.052632%
existe,3,0.157895%
Extrañando,1,0.052632%
ey,20,1.052632%
feas,2,0.105263%
fiesta,2,0.105263%
Fifty,1,0.052632%
fin,4,0.210526%
final,4,0.210526%
flipo,1,0.052632%
fondo,1,0.052632%
forma,5,0.263158%
fuego,1,0.052632%
fuente,1,0.052632%
fuimo,1,0.052632%
fulano,1,0.052632%
fábrica,1,0.052632%
galla,1,0.052632%
ganso,1,0.052632%
gato,3,0.157895%
gente,2,0.105263%
gesto,1,0.052632%
gota,1,0.052632%
gracia,5,0.263158%
Gran,1,0.052632%
gruñón,1,0.052632%
guitarra,1,0.052632%
gusto,1,0.052632%
ha,3,0.157895%
hablar,2,0.105263%
hace,1,0.052632%
hacer,5,0.263158%
haces,2,0.105263%
hacia,2,0.105263%
Hago,4,0.210526%
hasta,3,0.157895%
he,5,0.263158%
hecho,1,0.052632%
hermosa,2,0.105263%
horizonte,1,0.052632%
huelerlo,1,0.052632%
huella,1,0.052632%
hígado,1,0.052632%
insensatez,2,0.105263%
Ipanema,2,0.105263%
islas,1,0.052632%
José,1,0.052632%
junto,1,0.052632%
ku,2,0.105263%
la,61,3.210526%
ladera,1,0.052632%
lana,1,0.052632%
larala,2,0.105263%
las,12,0.631579%
le,3,0.157895%
les,1,0.052632%
levantarse,1,0.052632%
levanté,1,0.052632%
leña,1,0.052632%
libre,1,0.052632%
linda,5,0.263158%
lindo,1,0.052632%
llegan,1,0.052632%
llegando,1,0.052632%
llena,5,0.263158%
lluvia,1,0.052632%
lo,11,0.578947%
loco,2,0.105263%
los,2,0.105263%
luego,4,0.210526%
luna,1,0.052632%
luz,8,0.421053%
machismo,1,0.052632%
madera,2,0.105263%
mano,1,0.052632%
manos,1,0.052632%
manta,1,0.052632%
mar,12,0.631579%
marcha,1,0.052632%
marzo,5,0.263158%
matar,1,0.052632%
mañana,5,0.263158%
me,11,0.578947%
mente,1,0.052632%
merece,3,0.157895%
mi,11,0.578947%
miau,2,0.105263%
miedo,2,0.105263%
mignon,1,0.052632%
mil,1,0.052632%
mina,4,0.210526%
Mira,3,0.157895%
mirada,1,0.052632%
misma,2,0.105263%
mismo,6,0.315789%
misterio,1,0.052632%
muchacha,2,0.105263%
mucho,3,0.157895%
muerte,2,0.105263%
mundo,2,0.105263%
má,2,0.105263%
más,20,1.052632%
mí,5,0.263158%
mía,5,0.263158%
na,1,0.052632%
nada,1,0.052632%
nadar,2,0.105263%
nadie,1,0.052632%
Ni,1,0.052632%
Niña,2,0.105263%
no,35,1.842105%
noche,4,0.210526%
noches,1,0.052632%
nos,1,0.052632%
nota,2,0.105263%
notas,2,0.105263%
nova,2,0.105263%
nudo,1,0.052632%
nuestra,2,0.105263%
nuestro,1,0.052632%
nuevas,1,0.052632%
nunca,5,0.263158%
o,10,0.526316%
oh,3,0.157895%
ojos,2,0.105263%
Olga,1,0.052632%
orgulloso,1,0.052632%
otro,1,0.052632%
pa,2,0.105263%
pajarillo,1,0.052632%
palo,5,0.263158%
pan,1,0.052632%
papelón,4,0.210526%
Para,17,0.894737%
pasa,2,0.105263%
pasar,3,0.157895%
pasas,2,0.105263%
pasea,3,0.157895%
paso,2,0.105263%
pato,8,0.421053%
paz,2,0.105263%
pecado,1,0.052632%
pecho,1,0.052632%
pedazo,1,0.052632%
pelo,2,0.105263%
pensar,5,0.263158%
peor,2,0.105263%
pequeño,4,0.210526%
perderlo,1,0.052632%
perdón,1,0.052632%
perico,1,0.052632%
perigo,8,0.421053%
pero,12,0.631579%
Perreando,1,0.052632%
perrito,1,0.052632%
pez,1,0.052632%
peñón,2,0.105263%
pie,1,0.052632%
piedra,5,0.263158%
pié,1,0.052632%
plata,1,0.052632%
pobre,2,0.105263%
poco,1,0.052632%
poema,2,0.105263%
pongo,1,0.052632%
por,16,0.842105%
potable,12,0.631579%
pozo,1,0.052632%
prenderlo,1,0.052632%
primera,1,0.052632%
probando,1,0.052632%
profundo,1,0.052632%
promesa,4,0.210526%
proyecto,1,0.052632%
psycho,4,0.210526%
puede,1,0.052632%
puedo,5,0.263158%
puente,1,0.052632%
puertas,1,0.052632%
puso,2,0.105263%
quack,10,0.526316%
que,62,3.263158%
queja,1,0.052632%
querer,1,0.052632%
quería,4,0.210526%
Quick,28,1.473684%
quien,6,0.315789%
quiera,2,0.105263%
quiero,3,0.157895%
quién,9,0.473684%
qué,13,0.684211%
ramas,1,0.052632%
rana,2,0.105263%
razón,1,0.052632%
Rebotando,1,0.052632%
regazo,1,0.052632%
resto,3,0.157895%
riri,1,0.052632%
rivera,1,0.052632%
riñón,1,0.052632%
rompió,1,0.052632%
Roneando,1,0.052632%
ruidoso,1,0.052632%
Río,1,0.052632%
sabe,1,0.052632%
sabía,1,0.052632%
saca,1,0.052632%
Sal,1,0.052632%
sale,2,0.105263%
salvar,1,0.052632%
samba,4,0.210526%
sapo,2,0.105263%
satisfacción,1,0.052632%
se,20,1.052632%
secreto,1,0.052632%
sentía,1,0.052632%
ser,3,0.157895%
Si,5,0.263158%
Siempre,1,0.052632%
siento,3,0.157895%
sin,4,0.210526%
sol,7,0.368421%
soledad,1,0.052632%
solita,3,0.157895%
solo,6,0.315789%
son,4,0.210526%
soplando,1,0.052632%
soy,9,0.473684%
soñé,2,0.105263%
su,5,0.263158%
suave,1,0.052632%
suelo,1,0.052632%
suerte,1,0.052632%
sueño,2,0.105263%
sufrir,2,0.105263%
supieras,2,0.105263%
sur,1,0.052632%
Sus,2,0.105263%
Susurrando,1,0.052632%
Sé,5,0.263158%
sólo,2,0.105263%
también,1,0.052632%
tan,9,0.473684%
tanto,1,0.052632%
Tañón,1,0.052632%
te,9,0.473684%
temprano,1,0.052632%
tengo,6,0.315789%
tenía,2,0.105263%
Thunder,1,0.052632%
tiene,1,0.052632%
tierra,1,0.052632%
tipo,1,0.052632%
tire,1,0.052632%
tiro,2,0.105263%
tiruriruriri,1,0.052632%
Tirurirururiri,1,0.052632%
tocar,2,0.105263%
toda,1,0.052632%
todas,2,0.105263%
todavía,1,0.052632%
Todo,9,0.473684%
tra,3,0.157895%
trae,1,0.052632%
traen,1,0.052632%
tramo,1,0.052632%
Tranquila,5,0.263158%
tranquilo,1,0.052632%
tremendo,1,0.052632%
triste,3,0.157895%
tristeza,1,0.052632%
tronco,2,0.105263%
trozo,2,0.105263%
tráfico,1,0.052632%
tu,13,0.684211%
tubiru,1,0.052632%
Tubu,3,0.157895%
turismo,1,0.052632%
tus,2,0.105263%
tuve,1,0.052632%
táctica,1,0.052632%
Tú,4,0.210526%
um,8,0.421053%
un,49,2.578947%
una,14,0.736842%
uní,1,0.052632%
va,5,0.263158%
vacacione,1,0.052632%
vago,1,0.052632%
ve,1,0.052632%
Veo,4,0.210526%
verano,6,0.315789%
Ves,2,0.105263%
vida,9,0.473684%
viene,2,0.105263%
viento,2,0.105263%
vieron,1,0.052632%
vino,1,0.052632%
visto,2,0.105263%
vive,1,0.052632%
vivió,1,0.052632%
voló,1,0.052632%
voy,6,0.315789%
voz,3,0.157895%
vuelta,1,0.052632%
vuelve,1,0.052632%
víbora,1,0.052632%
Wow,1,0.052632%
Y,47,2.473684%
ya,1,0.052632%
yeah,1,0.052632%
yo,12,0.631579%
�,4,0.210526%
árbol,1,0.052632%
é,4,0.210526%
él,1,0.052632%
éramo,1,0.052632%
único,1,0.052632%
Total de palabras unicas usadas: 513
Total de palabras (repetidas): 1900
Porcentaje de vocabulario distinto: 27.000002
