Palabra, veces usada, porcentaje
mágico,1,0.051813%
más,4,0.207254%
México,1,0.051813%
mí,2,0.103627%
mío,1,0.051813%
mística,1,0.051813%
nada,3,0.155440%
nadie,3,0.155440%
necesito,3,0.155440%
negra,4,0.207254%
negro,1,0.051813%
negros,1,0.051813%
nena,1,0.051813%
ni,2,0.103627%
niego,1,0.051813%
ninja,1,0.051813%
niña,1,0.051813%
No,46,2.383420%
noche,4,0.207254%
noches,1,0.051813%
nos,1,0.051813%
número,4,0.207254%
O,5,0.259067%
obliga,1,0.051813%
ojos,2,0.103627%
olvidar,1,0.051813%
olvidara,1,0.051813%
oro,1,0.051813%
otro,1,0.051813%
Oye,5,0.259067%
pa,32,1.658031%
paila,1,0.051813%
palmas,3,0.155440%
Pamela,1,0.051813%
papá,2,0.103627%
Para,8,0.414508%
parece,1,0.051813%
partes,1,0.051813%
pasa,4,0.207254%
pasada,1,0.051813%
pasear,1,0.051813%
pasión,1,0.051813%
paso,2,0.103627%
pensando,1,0.051813%
pensante,1,0.051813%
pensaste,1,0.051813%
perdiera,1,0.051813%
perdí,1,0.051813%
perfume,1,0.051813%
permanecer,1,0.051813%
Pero,7,0.362694%
piel,2,0.103627%
pierda,1,0.051813%
piernas,1,0.051813%
piraña,1,0.051813%
pista,1,0.051813%
plata,1,0.051813%
poco,25,1.295337%
poder,2,0.103627%
Pon,1,0.051813%
poner,1,0.051813%
ponerte,1,0.051813%
poquito,2,0.103627%
Por,23,1.191710%
porque,5,0.259067%
portas,1,0.051813%
posmoderna,1,0.051813%
presa,2,0.103627%
profundo,2,0.103627%
puedes,2,0.103627%
puedo,2,0.103627%
Pórtate,2,0.103627%
que,72,3.730570%
quedarme,1,0.051813%
quede,2,0.103627%
querer,1,0.051813%
quererte,1,0.051813%
quieras,1,0.051813%
quiere,3,0.155440%
quieren,1,0.051813%
Quieres,17,0.880829%
quiero,7,0.362694%
Quise,1,0.051813%
quiñá,20,1.036269%
qué,24,1.243523%
ra,20,1.036269%
ram,20,1.036269%
rayo,1,0.051813%
realmente,1,0.051813%
Relájate,2,0.103627%
remolinos,1,0.051813%
remoto,1,0.051813%
reír,1,0.051813%
rico,4,0.207254%
rimas,1,0.051813%
Rita,4,0.207254%
ritmo,5,0.259067%
roto,1,0.051813%
ruego,1,0.051813%
Río,1,0.051813%
Sabes,2,0.103627%
sabroso,3,0.155440%
Saltar,1,0.051813%
Sandra,4,0.207254%
sangrando,1,0.051813%
se,9,0.466321%
semana,1,0.051813%
sentido,1,0.051813%
ser,6,0.310881%
seria,1,0.051813%
Señor,1,0.051813%
she,2,0.103627%
si,22,1.139896%
sido,2,0.103627%
siempre,1,0.051813%
siento,1,0.051813%
siete,1,0.051813%
sin,3,0.155440%
sincera,1,0.051813%
sincero,2,0.103627%
sinsonte,1,0.051813%
sinsontes,1,0.051813%
sol,3,0.155440%
solamente,3,0.155440%
Son,2,0.103627%
sonar,1,0.051813%
sonares,1,0.051813%
sonido,1,0.051813%
soy,4,0.207254%
soñar,3,0.155440%
soñaste,1,0.051813%
su,7,0.362694%
subir,1,0.051813%
sudar,1,0.051813%
suelo,1,0.051813%
Suelta,1,0.051813%
susurro,3,0.155440%
sé,38,1.968912%
sí,3,0.155440%
también,1,0.051813%
tan,2,0.103627%
Tanto,1,0.051813%
tantos,2,0.103627%
tarde,3,0.155440%
tañer,2,0.103627%
Te,24,1.243523%
tengas,1,0.051813%
tengo,2,0.103627%
ternura,3,0.155440%
terremoto,1,0.051813%
terreno,1,0.051813%
ti,5,0.259067%
tiempo,2,0.103627%
tienda,1,0.051813%
tiene,6,0.310881%
tienes,16,0.829016%
Tina,3,0.155440%
tirarlo,1,0.051813%
tocar,1,0.051813%
toda,4,0.207254%
todas,1,0.051813%
Todo,7,0.362694%
torrente,1,0.051813%
torturan,1,0.051813%
traje,1,0.051813%
tres,1,0.051813%
trinar,3,0.155440%
tristeza,1,0.051813%
trompeta,3,0.155440%
tu,49,2.538860%
tus,3,0.155440%
tuve,1,0.051813%
tuyo,1,0.051813%
tú,44,2.279793%
uh,1,0.051813%
un,33,1.709845%
una,7,0.362694%
Uno,2,0.103627%
va,5,0.259067%
Vamo,1,0.051813%
vamos,3,0.155440%
vaso,1,0.051813%
ve,1,0.051813%
veces,1,0.051813%
vemos,1,0.051813%
veneno,1,0.051813%
veo,4,0.207254%
vez,2,0.103627%
vida,5,0.259067%
vidas,1,0.051813%
violines,3,0.155440%
volví,1,0.051813%
Voy,8,0.414508%
voz,18,0.932642%
vuela,1,0.051813%
vuelo,1,0.051813%
vuelta,1,0.051813%
woo,1,0.051813%
y,60,3.108808%
yo,14,0.725389%
�Mambo,1,0.051813%
Total de palabras unicas usadas: 476
Total de palabras (repetidas): 1930
Porcentaje de vocabulario distinto: 24.663214
