Palabra, veces usada, porcentaje
olvides,1,0.077220%
ondas,1,0.077220%
otras,1,0.077220%
otros,1,0.077220%
oyeras,2,0.154440%
pago,1,0.077220%
papel,1,0.077220%
para,8,0.617761%
parece,1,0.077220%
parte,1,0.077220%
pasadas,1,0.077220%
pasar,2,0.154440%
Pasaste,2,0.154440%
pases,1,0.077220%
pasión,2,0.154440%
paso,3,0.231660%
Pedazo,1,0.077220%
pelo,1,0.077220%
penas,1,0.077220%
pensamiento,1,0.077220%
Pensar,2,0.154440%
perdí,2,0.154440%
Perfume,7,0.540541%
permiteme,1,0.077220%
Pero,3,0.231660%
personal,9,0.694981%
pidiéndote,2,0.154440%
piedra,1,0.077220%
pienso,2,0.154440%
placer,2,0.154440%
podrá,2,0.154440%
poquito,1,0.077220%
por,11,0.849421%
porque,12,0.926641%
preciosa,1,0.077220%
prodigio,1,0.077220%
protección,1,0.077220%
pude,1,0.077220%
pudiste,1,0.077220%
puede,1,0.077220%
pureza,2,0.154440%
puse,1,0.077220%
que,50,3.861004%
quedando,2,0.154440%
quedo,1,0.077220%
querer,1,0.077220%
quererte,2,0.154440%
quien,1,0.077220%
quiera,1,0.077220%
quiere,2,0.154440%
Quiero,7,0.540541%
Quisiera,2,0.154440%
Quizás,2,0.154440%
realiza,1,0.077220%
recordar,1,0.077220%
recuerdes,1,0.077220%
recuerdo,1,0.077220%
Recuérdame,1,0.077220%
refleja,1,0.077220%
remedias,2,0.154440%
rencor,1,0.077220%
Renunciacion,1,0.077220%
repente,2,0.154440%
repetirme,2,0.154440%
resignarse,2,0.154440%
respiración,1,0.077220%
retirada,2,0.154440%
rima,1,0.077220%
risa,1,0.077220%
río,1,0.077220%
Saber,2,0.154440%
Sacas,2,0.154440%
salvarte,1,0.077220%
sangre,2,0.154440%
Se,6,0.463320%
sea,2,0.154440%
semana,1,0.077220%
sentimientos,1,0.077220%
ser,3,0.231660%
serenas,1,0.077220%
Si,8,0.617761%
siempre,3,0.231660%
siente,1,0.077220%
sigues,2,0.154440%
simos,1,0.077220%
sin,13,1.003861%
siquiera,2,0.154440%
Solamente,2,0.154440%
soledad,2,0.154440%
solo,2,0.154440%
sonrisa,1,0.077220%
soy,4,0.308880%
Soñando,1,0.077220%
su,1,0.077220%
suerte,2,0.154440%
sufro,6,0.463320%
supe,1,0.077220%
susto,1,0.077220%
sábanas,1,0.077220%
sólo,2,0.154440%
tan,2,0.154440%
tantas,1,0.077220%
te,27,2.084942%
tener,1,0.077220%
tenga,1,0.077220%
ti,7,0.540541%
Tiene,3,0.231660%
tienes,2,0.154440%
toda,2,0.154440%
toditita,2,0.154440%
Todo,2,0.154440%
total,1,0.077220%
tragedias,2,0.154440%
tranquilo,1,0.077220%
través,2,0.154440%
triste,2,0.154440%
trizas,2,0.154440%
trovador,1,0.077220%
tu,29,2.239382%
tus,4,0.308880%
Tuve,1,0.077220%
tuya,1,0.077220%
tuyo,2,0.154440%
tú,6,0.463320%
un,10,0.772201%
una,11,0.849421%
unen,1,0.077220%
Unida,2,0.154440%
vale,1,0.077220%
valer,2,0.154440%
Valiosa,1,0.077220%
vas,1,0.077220%
veces,1,0.077220%
ven,3,0.231660%
ventana,2,0.154440%
venus,2,0.154440%
ver,2,0.154440%
verdad,1,0.077220%
vez,5,0.386100%
vi,3,0.231660%
vida,10,0.772201%
vieras,2,0.154440%
virginal,2,0.154440%
viva,3,0.231660%
Vive,2,0.154440%
vives,3,0.231660%
vivo,2,0.154440%
Voltearon,2,0.154440%
voy,1,0.077220%
voz,2,0.154440%
vuelvas,2,0.154440%
Y,45,3.474904%
Ya,4,0.308880%
yo,24,1.853282%
Total de palabras unicas usadas: 398
Total de palabras (repetidas): 1295
Porcentaje de vocabulario distinto: 30.733591
